date,market,ticker,name,high,close,change_pct
2026-09-17,JP,8001.T,伊藤忠商事,2399.0,2370.0,2.05
2026-09-17,JP,9101.T,日本郵船,7599.0,7566.0,2.6
2026-09-17,JP,9432.T,NTT,180.0,180.0,1.64
2026-09-16,US,CRWD,CrowdStrike,245.19,241.36,-0.47
2026-09-16,US,DELL,Dell Technologies,576.75,563.29,3.64
2026-09-16,US,FFIV,"F5, Inc.",435.45,423.59,-1.69
2026-09-16,US,FTNT,Fortinet,174.61,171.77,-0.35
2026-09-16,US,IQV,IQVIA,273.56,268.82,-0.32
2026-09-16,US,MPC,Marathon Petroleum,419.39,413.92,0.75
2026-09-16,US,PSX,Phillips 66,267.29,264.63,-0.11
2026-09-16,US,RVTY,Revvity,147.5,145.73,3.95
2026-09-16,US,TMO,Thermo Fisher Scientific,653.4,648.43,1.1
2026-09-16,US,VLO,Valero Energy,407.27,403.28,1.57
