market,ticker,name,close,RS%,52週位置%,ボラ収縮,出来高倍率,MA25乖離%,RSI14,タイプ
US,MRNA,Moderna,148.8699951171875,100.0,82.0,0.93,1.24,46.0,68.2,PEAD
US,VEEV,Veeva Systems,284.3800048828125,99.0,83.9,0.5,1.04,15.6,72.9,PEAD
US,CRM,Salesforce,264.42999267578125,96.0,96.2,0.64,1.35,24.9,88.1,PEAD
US,DELL,Dell Technologies,516.3900146484375,85.0,96.6,0.67,2.25,12.7,55.1,PEAD
US,URBN,"Urban Outfitters, Inc.",80.58000183105469,65.0,81.3,0.69,1.07,3.8,55.2,PEAD
US,GSHD,"Goosehead Insurance, Inc.",67.08000183105469,100.0,64.4,0.28,0.45,-1.1,52.1,ブレイク待ち
US,MAN,ManpowerGroup,61.5099983215332,100.0,93.9,0.29,0.57,4.8,63.2,ブレイク待ち
US,PAYC,Paycom,240.52000427246094,100.0,96.8,0.33,0.67,10.9,81.1,ブレイク待ち
US,RNG,"RingCentral, Inc.",76.36000061035156,100.0,97.0,0.37,0.87,16.7,86.3,ブレイク待ち
US,CRL,Charles River Laboratories,293.3500061035156,99.0,93.7,0.34,0.83,5.2,60.5,ブレイク待ち
US,CAKE,"The Cheesecake Factory, Inc.",107.18000030517578,99.0,85.0,0.32,0.82,-2.2,40.3,ブレイク待ち
US,CBRL,Cracker Barrel,54.04999923706055,99.0,82.5,0.42,0.72,-5.1,37.4,ブレイク待ち
US,EAT,"Brinker International, Inc.",228.8800048828125,99.0,83.1,0.32,0.74,-1.8,44.1,ブレイク待ち
US,NWL,Newell Brands,6.070000171661377,99.0,73.9,0.21,0.79,0.4,46.3,ブレイク待ち
US,CORT,Corcept Therapeutics Incorporated,112.80000305175781,98.0,86.1,0.37,0.78,-1.9,46.6,ブレイク待ち
US,DAVE,"Dave, Inc.",390.8599853515625,98.0,78.0,0.43,0.79,9.5,65.7,ブレイク待ち
US,GKOS,Glaukos Corp.,180.35000610351562,98.0,90.5,0.27,0.71,0.0,42.7,ブレイク待ち
US,MLKN,"MillerKnoll, Inc.",22.389999389648438,98.0,78.8,0.27,0.79,-4.1,30.9,ブレイク待ち
US,NEO,"NeoGenomics Laboratories, Inc.",17.459999084472656,98.0,81.9,0.42,0.59,4.7,62.8,ブレイク待ち
US,NSP,Insperity,51.81999969482422,98.0,86.0,0.3,0.55,-0.3,48.5,ブレイク待ち
US,SAFT,"Safety Insurance Group, Inc.",103.0999984741211,98.0,98.1,0.02,0.61,-0.3,42.9,ブレイク待ち
US,ZBRA,Zebra Technologies,357.5,97.0,84.7,0.25,0.7,-0.6,37.9,ブレイク待ち
US,EPC,Edgewell Personal Care,28.5,97.0,89.8,0.31,0.58,0.4,50.6,ブレイク待ち
US,PTGX,"Protagonist Therapeutics, Inc.",148.8000030517578,97.0,88.7,0.34,0.75,0.4,41.1,ブレイク待ち
US,CNMD,CONMED Corporation,49.41999816894531,96.0,71.3,0.18,0.44,-1.1,42.6,ブレイク待ち
US,FRPT,Freshpet,69.68000030517578,96.0,58.7,0.4,0.82,-1.2,39.6,ブレイク待ち
US,MMSI,"Merit Medical Systems, Inc.",88.56999969482422,96.0,82.3,0.17,0.66,-1.0,41.3,ブレイク待ち
US,PAYO,Payoneer Global Inc.,7.179999828338623,96.0,100.0,0.19,0.36,0.9,63.2,ブレイク待ち
US,RDNT,"RadNet, Inc.",74.62000274658203,96.0,68.0,0.39,0.9,0.8,44.3,ブレイク待ち
US,DASH,DoorDash,222.0,95.0,55.3,0.35,0.75,1.4,54.6,ブレイク待ち
US,GPC,Genuine Parts Company,137.6199951171875,95.0,77.1,0.25,0.55,2.5,55.6,ブレイク待ち
US,CON,"Concentra Group Holdings Parent, Inc.",34.5099983215332,95.0,92.0,0.4,0.71,1.9,36.7,ブレイク待ち
US,ENVA,"Enova International, Inc.",233.1699981689453,95.0,79.2,0.52,0.87,-6.1,29.4,ブレイク待ち
US,FIVN,"Five9, Inc.",34.099998474121094,95.0,95.1,0.46,0.53,5.6,56.2,ブレイク待ち
US,SBH,"Sally Beauty Holdings, Inc.",16.469999313354492,95.0,77.3,0.32,0.79,0.5,50.9,ブレイク待ち
US,TECH,Bio-Techne,72.44999694824219,94.0,99.4,0.03,0.46,0.3,51.7,ブレイク待ち
US,GPN,Global Payments,91.7699966430664,94.0,88.2,0.34,0.65,1.6,45.6,ブレイク待ち
US,REGN,Regeneron Pharmaceuticals,843.469970703125,94.0,95.0,0.35,0.79,4.7,61.4,ブレイク待ち
US,EVTC,"EVERTEC, Inc.",30.56999969482422,94.0,66.3,0.26,0.76,1.0,41.9,ブレイク待ち
US,ITGR,Integer Holdings Corporation,125.5,94.0,99.0,0.02,0.82,0.4,56.7,ブレイク待ち
US,MKTX,MarketAxess,163.33999633789062,94.0,62.6,0.03,0.87,0.5,64.0,ブレイク待ち
US,RHI,Robert Half,43.0,94.0,85.1,0.34,0.73,0.2,48.6,ブレイク待ち
US,TGT,Target Corporation,164.00999450683594,93.0,92.3,0.55,0.73,4.6,61.4,ブレイク待ち
US,FA,First Advantage Corporation,21.020000457763672,93.0,74.7,0.54,0.58,-0.7,45.1,ブレイク待ち
US,KMX,"CarMax, Inc.",62.63999938964844,93.0,92.5,0.43,0.47,4.3,59.6,ブレイク待ち
US,NSIT,"Insight Enterprises, Inc.",159.14999389648438,93.0,99.7,0.29,0.58,6.7,56.8,ブレイク待ち
US,BAX,Baxter International,25.56999969482422,92.0,69.0,0.27,0.67,-4.0,36.1,ブレイク待ち
US,WTW,Willis Towers Watson,342.05999755859375,92.0,90.4,0.26,0.64,0.8,58.4,ブレイク待ち
US,BLFS,"BioLife Solutions, Inc.",35.529998779296875,92.0,87.3,0.33,0.87,0.6,53.1,ブレイク待ち
US,FTDR,"Frontdoor, Inc.",82.70999908447266,92.0,76.2,0.55,0.71,0.4,36.4,ブレイク待ち
US,JXN,"Jackson Financial, Inc.",139.35000610351562,92.0,97.4,0.3,0.77,5.4,58.3,ブレイク待ち
US,PLMR,"Palomar Holdings, Inc.",136.1199951171875,92.0,75.4,0.35,0.59,3.6,62.9,ブレイク待ち
US,SDGR,"Schrödinger, Inc.",20.709999084472656,92.0,80.9,0.57,0.86,11.3,67.1,ブレイク待ち
US,AMGN,Amgen,444.1199951171875,91.0,98.4,0.41,0.79,5.0,69.5,ブレイク待ち
US,JKHY,Jack Henry & Associates,168.3699951171875,91.0,65.4,0.48,0.66,4.5,71.1,ブレイク待ち
US,PLTR,Palantir Technologies,182.52999877929688,91.0,75.3,0.35,0.74,7.1,56.6,ブレイク待ち
