date,market,ticker,name,high,close,change_pct
2026-09-02,JP,9432.T,NTT,175.8,175.2,-0.23
2026-09-01,US,COP,ConocoPhillips,136.3,136.19,2.79
2026-09-01,US,DE,Deere & Company,677.89,676.08,3.23
2026-09-01,US,MPC,Marathon Petroleum,383.01,383.0,2.59
2026-09-01,US,MSI,Motorola Solutions,494.85,491.24,1.22
2026-09-01,US,OKE,Oneok,99.85,95.69,-0.33
2026-09-01,US,PFE,Pfizer,29.09,28.55,0.32
2026-09-01,US,PSX,Phillips 66,252.05,252.02,2.21
2026-09-01,US,SOLV,Solventum,94.16,90.95,-0.12
2026-09-01,US,VLO,Valero Energy,364.9,361.99,0.86
