market,ticker,name,close,RS%,52週位置%,ボラ収縮,出来高倍率,MA25乖離%,RSI14,タイプ
JP,4847.T,インテリジェント　ウェイブ,1384.0,98.0,95.6,0.38,0.61,6.9,72.1,ブレイク待ち
JP,4937.T,Ｗａｑｏｏ,2429.0,98.0,94.4,0.57,0.63,11.8,58.9,ブレイク待ち
JP,7083.T,ＡＨＣグループ,1107.0,98.0,83.9,0.44,0.19,3.1,55.9,ブレイク待ち
JP,7175.T,今村証券,1967.0,98.0,93.0,0.5,0.8,7.5,69.4,ブレイク待ち
JP,7504.T,高速,4460.0,98.0,70.1,0.39,0.63,-6.3,36.6,ブレイク待ち
JP,7550.T,ゼンショーホールディングス,11795.0,98.0,94.1,0.2,0.72,3.5,56.9,ブレイク待ち
JP,7957.T,フジコピアン,2583.0,98.0,81.9,0.37,0.5,6.5,70.3,ブレイク待ち
JP,8541.T,愛媛銀行,3220.0,98.0,94.4,0.38,0.63,5.1,51.6,ブレイク待ち
JP,8551.T,北日本銀行,8280.0,98.0,100.0,0.49,0.84,11.0,74.1,ブレイク待ち
JP,3036.T,アルコニックス,3375.0,97.0,76.6,0.39,0.79,-1.4,53.5,ブレイク待ち
JP,3173.T,Ｃｏｍｉｎｉｘ,1452.0,97.0,68.0,0.46,0.59,1.2,60.2,ブレイク待ち
JP,4220.T,リケンテクノス,2414.0,97.0,70.9,0.3,0.74,-8.9,23.3,ブレイク待ち
JP,4431.T,スマレジ,3445.0,97.0,79.5,0.44,0.77,1.2,58.8,ブレイク待ち
JP,4661.T,オリエンタルランド,3137.0,97.0,64.1,0.36,0.81,4.6,75.9,ブレイク待ち
JP,6337.T,テセック,3625.0,97.0,92.9,0.48,0.61,8.6,71.9,ブレイク待ち
JP,6364.T,ＡＩＲＭＡＮ,2473.0,97.0,73.8,0.18,0.47,-3.4,45.4,ブレイク待ち
JP,7084.T,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,2988.0,97.0,65.1,0.46,0.89,6.1,80.4,ブレイク待ち
JP,7581.T,サイゼリヤ,7420.0,97.0,73.2,0.27,0.64,0.7,53.8,ブレイク待ち
JP,8388.T,阿波銀行,9900.0,97.0,94.2,0.42,0.76,5.6,69.8,ブレイク待ち
JP,9236.T,ジャパンＭ＆Ａソリューション,1420.0,97.0,95.3,0.5,0.36,7.9,65.1,ブレイク待ち
JP,9278.T,ブックオフグループホールディングス,2793.0,97.0,80.2,0.38,0.76,-4.3,44.7,ブレイク待ち
JP,2962.T,テクニスコ,1636.0,96.0,68.5,0.59,0.62,8.6,44.8,ブレイク待ち
JP,2997.T,ストレージ王,1324.0,96.0,94.7,0.03,0.13,-0.3,50.0,ブレイク待ち
JP,3374.T,内外テック,4095.0,96.0,79.0,0.48,0.59,0.1,57.0,ブレイク待ち
JP,3494.T,マリオン,451.0,96.0,58.8,0.23,0.35,2.1,71.0,ブレイク待ち
JP,3944.T,古林紙工,3245.0,96.0,98.6,0.46,0.58,4.9,59.1,ブレイク待ち
JP,4733.T,オービックビジネスコンサルタント,8227.0,96.0,69.9,0.3,0.43,-0.3,53.3,ブレイク待ち
JP,4762.T,エックスネット,2171.0,96.0,96.4,0.4,0.45,4.6,72.3,ブレイク待ち
JP,5136.T,ｔｒｉｐｌａ,1990.0,96.0,73.4,0.45,0.49,4.7,62.5,ブレイク待ち
JP,5273.T,三谷セキサン,2016.0,96.0,73.6,0.46,0.56,2.0,62.5,ブレイク待ち
JP,5985.T,サンコール,2205.0,96.0,80.5,0.48,0.67,6.9,44.7,ブレイク待ち
JP,6349.T,小森コーポレーション,1992.0,96.0,88.5,0.29,0.71,1.0,59.9,ブレイク待ち
JP,7128.T,ユニソルホールディングス,2811.0,96.0,77.7,0.27,0.63,-1.7,42.7,ブレイク待ち
JP,7272.T,ヤマハ発動機,1753.0,96.0,75.5,0.3,0.72,-7.1,36.2,ブレイク待ち
JP,8713.T,フィデアホールディングス,2788.0,96.0,90.9,0.48,0.85,5.0,64.2,ブレイク待ち
JP,9304.T,澁澤倉庫,2034.0,96.0,86.5,0.42,0.58,1.4,53.3,ブレイク待ち
JP,2934.T,ジェイフロンティア,2020.0,95.0,91.7,0.24,0.41,0.7,58.8,ブレイク待ち
JP,4175.T,ｃｏｌｙ,2842.0,95.0,90.3,0.26,0.33,0.8,56.9,ブレイク待ち
JP,4212.T,積水樹脂,2934.0,95.0,84.2,0.32,0.5,1.6,69.3,ブレイク待ち
JP,4417.T,グローバルセキュリティエキスパート,4285.0,95.0,72.9,0.4,0.82,-5.9,47.5,ブレイク待ち
JP,4432.T,ウイングアーク１ｓｔ,3230.0,95.0,63.6,0.35,0.51,-1.2,50.0,ブレイク待ち
JP,5258.T,トランザクション・メディア・ネットワークス,426.0,95.0,56.2,0.41,0.75,-1.6,52.9,ブレイク待ち
JP,6460.T,セガサミーホールディングス,3137.0,95.0,89.8,0.5,0.81,7.9,85.0,ブレイク待ち
JP,7552.T,ハピネット,3695.0,95.0,82.3,0.54,0.61,3.1,61.1,ブレイク待ち
JP,7921.T,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,4065.0,95.0,63.7,0.23,0.47,-3.7,43.1,ブレイク待ち
JP,9889.T,ＪＢＣＣホールディングス,1620.0,95.0,70.6,0.32,0.71,-4.9,42.8,ブレイク待ち
JP,2926.T,篠崎屋,128.0,94.0,70.9,0.52,0.72,4.2,52.6,ブレイク待ち
JP,3091.T,ブロンコビリー,2825.0,94.0,90.4,0.52,0.45,3.6,57.1,ブレイク待ち
JP,3480.T,ジェイ・エス・ビー,8940.0,94.0,95.2,0.11,0.22,-0.3,46.2,ブレイク待ち
JP,4258.T,網屋,4640.0,94.0,81.8,0.55,0.8,3.0,57.6,ブレイク待ち
JP,5713.T,住友金属鉱山,10160.0,94.0,65.8,0.49,0.78,-0.3,55.4,ブレイク待ち
JP,6637.T,寺崎電気産業,4385.0,94.0,55.0,0.39,0.53,3.8,61.8,ブレイク待ち
JP,6668.T,アドテック　プラズマ　テクノロジー,3945.0,94.0,84.1,0.49,0.35,3.3,58.0,ブレイク待ち
JP,6857.T,アドバンテスト,34950.0,94.0,86.1,0.48,0.86,1.6,49.7,ブレイク待ち
JP,7041.T,ＣＲＧホールディングス,355.0,94.0,73.7,0.23,0.37,1.9,66.7,ブレイク待ち
JP,7184.T,富山第一銀行,3335.0,94.0,93.9,0.43,0.59,3.2,65.6,ブレイク待ち
JP,7381.T,ＣＣＩグループ,1287.0,94.0,96.1,0.34,0.69,3.5,66.4,ブレイク待ち
JP,7417.T,南陽,1888.0,94.0,86.5,0.28,0.33,0.4,55.4,ブレイク待ち
JP,7721.T,東京計器,7190.0,94.0,56.2,0.49,0.55,-0.8,52.0,ブレイク待ち
JP,7740.T,タムロン,1372.0,94.0,81.8,0.25,0.64,-1.6,52.3,ブレイク待ち
JP,8542.T,トマト銀行,1948.0,94.0,91.8,0.48,0.9,3.0,54.5,ブレイク待ち
JP,9511.T,沖縄電力,1195.0,94.0,93.9,0.42,0.86,4.5,65.1,ブレイク待ち
JP,9888.T,ＵＥＸ,1258.0,94.0,88.6,0.38,0.79,1.9,61.7,ブレイク待ち
JP,3097.T,物語コーポレーション,5860.0,93.0,93.3,0.32,0.64,3.6,54.7,ブレイク待ち
JP,3277.T,サンセイランディック,814.0,93.0,74.7,0.54,0.45,4.1,51.6,ブレイク待ち
JP,3422.T,Ｊ－ＭＡＸ,622.0,93.0,73.4,0.52,0.51,0.8,44.9,ブレイク待ち
JP,4443.T,Ｓａｎｓａｎ,1993.0,93.0,73.4,0.48,0.89,-4.5,48.6,ブレイク待ち
JP,4911.T,資生堂,3354.0,93.0,72.3,0.36,0.71,-5.3,41.5,ブレイク待ち
JP,6814.T,古野電気,7870.0,93.0,55.7,0.3,0.7,1.7,58.4,ブレイク待ち
JP,7435.T,ナ・デックス,1316.0,93.0,83.8,0.5,0.51,0.4,52.0,ブレイク待ち
JP,7462.T,ＣＡＰＩＴＡ,409.0,93.0,92.3,0.42,0.9,3.5,74.7,ブレイク待ち
JP,8075.T,神鋼商事,3065.0,93.0,88.0,0.3,0.73,1.6,57.1,ブレイク待ち
JP,8364.T,清水銀行,3180.0,93.0,91.1,0.58,0.69,4.6,61.7,ブレイク待ち
JP,8383.T,鳥取銀行,1907.0,93.0,81.9,0.37,0.49,-0.6,46.0,ブレイク待ち
JP,8387.T,四国銀行,3750.0,93.0,97.4,0.47,0.81,6.2,74.3,ブレイク待ち
JP,8524.T,北洋銀行,1320.0,93.0,95.4,0.38,0.64,3.6,61.5,ブレイク待ち
JP,9308.T,乾汽船,2040.0,93.0,84.6,0.22,0.55,-1.8,45.1,ブレイク待ち
JP,9854.T,愛眼,287.0,93.0,76.2,0.2,0.53,1.1,56.1,ブレイク待ち
JP,3237.T,イントランス,94.0,92.0,67.2,0.45,0.25,-6.2,25.0,ブレイク待ち
JP,3762.T,テクマトリックス,2327.0,92.0,79.6,0.27,0.76,-1.4,50.4,ブレイク待ち
JP,4116.T,大日精化工業,1294.0,92.0,75.4,0.35,0.7,-2.8,49.1,ブレイク待ち
JP,4360.T,マナック・ケミカル・パートナーズ,968.0,92.0,66.2,0.56,0.8,5.7,77.1,ブレイク待ち
JP,4776.T,サイボウズ,2987.0,92.0,57.8,0.53,0.62,0.7,52.3,ブレイク待ち
JP,4968.T,荒川化学工業,2091.0,92.0,64.4,0.57,0.51,-6.9,36.4,ブレイク待ち
JP,4994.T,大成ラミックグループ,2761.0,92.0,78.1,0.44,0.82,-0.4,55.2,ブレイク待ち
JP,6336.T,石井表記,1884.0,92.0,75.5,0.52,0.23,9.3,70.3,ブレイク待ち
JP,6418.T,日本金銭機械,1204.0,92.0,72.0,0.35,0.76,-2.1,46.0,ブレイク待ち
JP,7681.T,レオクラン,1005.0,92.0,60.2,0.55,0.24,1.3,61.2,ブレイク待ち
JP,7864.T,フジシールインターナショナル,3250.0,92.0,77.5,0.23,0.62,-0.4,51.2,ブレイク待ち
JP,8037.T,カメイ,4430.0,92.0,85.6,0.43,0.75,1.7,59.5,ブレイク待ち
JP,8346.T,東邦銀行,987.0,92.0,93.6,0.36,0.9,2.0,61.1,ブレイク待ち
JP,8600.T,トモニホールディングス,1115.0,92.0,92.5,0.38,0.7,2.0,56.2,ブレイク待ち
JP,9166.T,ＧＥＮＤＡ,741.0,92.0,55.4,0.56,0.66,2.5,51.2,ブレイク待ち
JP,2961.T,日本調理機,1580.0,91.0,63.6,0.46,0.27,4.3,60.7,ブレイク待ち
JP,3087.T,ドトール・日レスホールディングス,3265.0,91.0,82.4,0.38,0.55,-0.0,54.7,ブレイク待ち
JP,3657.T,ポールトゥウィンホールディングス,359.0,91.0,77.2,0.46,0.48,1.0,51.0,ブレイク待ち
JP,3845.T,アイフリークモバイル,290.0,91.0,81.9,0.59,0.74,9.8,67.2,ブレイク待ち
JP,5018.T,ＭＯＲＥＳＣＯ,2338.0,91.0,90.9,0.42,0.47,2.9,64.9,ブレイク待ち
JP,5021.T,コスモエネルギーホールディングス,4430.0,91.0,62.9,0.53,0.88,6.1,67.6,ブレイク待ち
JP,8045.T,横浜丸魚,2072.0,91.0,91.7,0.43,0.67,2.1,57.0,ブレイク待ち
JP,8366.T,滋賀銀行,2837.0,91.0,91.2,0.49,0.52,4.4,72.3,ブレイク待ち
JP,8392.T,大分銀行,3000.0,91.0,96.5,0.47,0.78,6.0,66.3,ブレイク待ち
JP,8393.T,宮崎銀行,2617.0,91.0,95.1,0.48,0.77,5.1,65.7,ブレイク待ち
JP,8399.T,琉球銀行,3220.0,91.0,90.8,0.4,0.75,1.2,53.8,ブレイク待ち
JP,9310.T,日本トランスシティ,1366.0,91.0,73.5,0.32,0.57,-2.8,36.5,ブレイク待ち
JP,3001.T,片倉工業,2936.0,90.0,66.8,0.32,0.52,-0.4,60.0,ブレイク待ち
JP,3197.T,すかいらーくホールディングス,3367.0,90.0,65.3,0.4,0.48,2.7,62.3,ブレイク待ち
JP,3974.T,ＳＣＡＴ,673.0,90.0,94.1,0.12,0.4,0.7,58.3,ブレイク待ち
JP,4816.T,東映アニメーション,2986.0,90.0,79.0,0.43,0.87,2.0,59.3,ブレイク待ち
JP,5889.T,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,2665.0,90.0,92.5,0.46,0.68,3.3,62.6,ブレイク待ち
JP,6869.T,シスメックス,1843.0,90.0,77.9,0.27,0.82,-1.8,44.2,ブレイク待ち
JP,7976.T,三菱鉛筆,3110.0,90.0,93.6,0.53,0.54,4.4,74.9,ブレイク待ち
JP,8159.T,立花エレテック,3965.0,90.0,76.0,0.37,0.72,-2.8,50.0,ブレイク待ち
JP,8358.T,スルガ銀行,2954.0,90.0,96.2,0.48,0.74,2.7,68.2,ブレイク待ち
JP,8377.T,ほくほくフィナンシャルグループ,8244.0,90.0,91.4,0.37,0.73,0.8,63.0,ブレイク待ち
JP,8708.T,アイザワ証券グループ,1815.0,90.0,88.1,0.48,0.88,3.2,62.1,ブレイク待ち
JP,9861.T,吉野家ホールディングス,3790.0,90.0,72.8,0.2,0.42,-0.2,53.1,ブレイク待ち
JP,4120.T,スガイ化学工業,3130.0,89.0,82.7,0.42,0.46,4.1,64.2,ブレイク待ち
JP,4441.T,トビラシステムズ,1436.0,89.0,67.2,0.39,0.68,-3.7,49.0,ブレイク待ち
JP,4448.T,ｋｕｂｅｌｌ,368.0,89.0,58.2,0.5,0.7,7.7,55.6,ブレイク待ち
JP,4680.T,ラウンドワン,1204.0,89.0,66.9,0.48,0.87,-7.9,33.6,ブレイク待ち
JP,5857.T,ＡＲＥホールディングス,3810.0,89.0,65.6,0.58,0.77,1.8,59.9,ブレイク待ち
JP,6033.T,エクストリーム,1703.0,89.0,90.7,0.46,0.74,2.0,65.4,ブレイク待ち
JP,6505.T,東洋電機製造,2430.0,89.0,74.1,0.29,0.6,0.3,68.4,ブレイク待ち
JP,6532.T,ベイカレント,7381.0,89.0,68.0,0.35,0.67,-2.5,48.9,ブレイク待ち
JP,7218.T,田中精密工業,1163.0,89.0,64.5,0.57,0.73,4.7,67.0,ブレイク待ち
JP,7327.T,第四北越フィナンシャルグループ,2635.0,89.0,96.5,0.5,0.86,5.3,84.2,ブレイク待ち
JP,7911.T,ＴＯＰＰＡＮホールディングス,5100.0,89.0,63.4,0.6,0.8,1.6,50.5,ブレイク待ち
JP,8015.T,豊田通商,7623.0,89.0,95.5,0.46,0.73,3.0,71.6,ブレイク待ち
JP,8613.T,丸三証券,1316.0,89.0,97.1,0.45,0.74,4.8,71.9,ブレイク待ち
JP,9619.T,イチネンホールディングス,2694.0,89.0,93.4,0.27,0.65,1.8,53.0,ブレイク待ち
JP,3177.T,ありがとうサービス,4215.0,88.0,80.9,0.3,0.56,-2.0,36.5,ブレイク待ち
JP,4380.T,Ｍマート,686.0,88.0,79.8,0.39,0.52,2.9,57.5,ブレイク待ち
JP,4523.T,エーザイ,4613.0,88.0,56.4,0.32,0.6,-3.6,34.4,ブレイク待ち
JP,4634.T,ａｒｔｉｅｎｃｅ,4995.0,88.0,89.8,0.4,0.53,0.3,62.1,ブレイク待ち
JP,5254.T,Ａｒｅｎｔ,4080.0,88.0,59.4,0.51,0.69,-2.8,39.5,ブレイク待ち
JP,5480.T,日本冶金工業,5420.0,88.0,79.1,0.34,0.73,-0.1,59.5,ブレイク待ち
JP,6444.T,サンデン,186.0,88.0,73.1,0.48,0.62,-1.6,46.8,ブレイク待ち
JP,8285.T,三谷産業,779.0,88.0,89.7,0.4,0.88,0.8,46.1,ブレイク待ち
JP,2212.T,山崎製パン,3837.0,87.0,96.5,0.52,0.82,6.1,77.9,ブレイク待ち
JP,3512.T,日本フエルト,1002.0,87.0,81.8,0.5,0.44,-0.2,50.5,ブレイク待ち
JP,4076.T,シイエヌエス,1998.0,87.0,94.9,0.36,0.52,2.2,61.4,ブレイク待ち
JP,4174.T,アピリッツ,878.0,87.0,79.4,0.46,0.21,7.4,69.8,ブレイク待ち
JP,4189.T,ＫＨネオケム,3195.0,87.0,70.1,0.38,0.52,-5.9,49.0,ブレイク待ち
JP,4206.T,アイカ工業,4170.0,87.0,91.7,0.29,0.81,1.5,62.8,ブレイク待ち
JP,7380.T,十六フィナンシャルグループ,2605.0,87.0,94.0,0.58,0.58,2.5,63.3,ブレイク待ち
JP,7670.T,オーウエル,1229.0,87.0,76.1,0.38,0.67,1.8,52.3,ブレイク待ち
JP,8334.T,群馬銀行,2893.0,87.0,96.3,0.56,0.77,5.5,90.8,ブレイク待ち
JP,8700.T,丸八証券,2111.0,87.0,82.5,0.53,0.71,4.8,65.5,ブレイク待ち
JP,9428.T,クロップス,1495.0,87.0,57.1,0.27,0.48,2.3,50.0,ブレイク待ち
JP,9616.T,共立メンテナンス,3207.0,87.0,72.5,0.37,0.57,-4.3,45.4,ブレイク待ち
JP,9651.T,日本プロセス,2025.0,87.0,82.1,0.33,0.42,-0.1,60.1,ブレイク待ち
JP,4450.T,パワーソリューションズ,2341.0,86.0,60.3,0.47,0.72,3.9,81.8,ブレイク待ち
JP,5189.T,櫻護謨,3605.0,86.0,73.5,0.48,0.17,2.4,59.2,ブレイク待ち
JP,6381.T,アネスト岩田,1985.0,86.0,93.6,0.34,0.88,2.1,64.1,ブレイク待ち
JP,7167.T,めぶきフィナンシャルグループ,1690.5,86.0,95.8,0.44,0.84,2.6,62.6,ブレイク待ち
JP,7214.T,ＧＭＢ,1117.0,86.0,81.2,0.25,0.49,0.4,53.8,ブレイク待ち
JP,7350.T,おきなわフィナンシャルグループ,7760.0,86.0,89.0,0.39,0.79,0.3,51.4,ブレイク待ち
JP,7593.T,ＶＴホールディングス,532.0,86.0,70.7,0.4,0.84,2.0,50.9,ブレイク待ち
JP,7867.T,タカラトミー,3540.0,86.0,77.7,0.36,0.64,-2.5,46.8,ブレイク待ち
JP,8084.T,ＲＹＯＤＥＮ,4670.0,86.0,88.5,0.43,0.73,-0.5,50.0,ブレイク待ち
JP,8341.T,七十七銀行,3948.0,86.0,93.9,0.53,0.85,3.3,73.8,ブレイク待ち
JP,8381.T,山陰合同銀行,2600.0,86.0,93.1,0.41,0.7,1.5,59.2,ブレイク待ち
JP,8386.T,百十四銀行,3060.0,86.0,92.8,0.4,0.68,1.3,63.0,ブレイク待ち
JP,9449.T,ＧＭＯインターネットグループ,3888.0,86.0,69.7,0.39,0.54,-5.0,50.5,ブレイク待ち
JP,9621.T,建設技術研究所,3200.0,86.0,62.9,0.43,0.73,0.4,54.7,ブレイク待ち
JP,9906.T,藤井産業,4395.0,86.0,65.0,0.41,0.44,3.0,75.0,ブレイク待ち
JP,2666.T,オートウェーブ,187.0,85.0,82.7,0.59,0.36,1.5,77.8,ブレイク待ち
JP,4434.T,サーバーワークス,2437.0,85.0,73.9,0.36,0.63,-0.8,51.5,ブレイク待ち
JP,4651.T,サニックスホールディングス,272.0,85.0,63.5,0.56,0.59,0.1,52.5,ブレイク待ち
JP,4919.T,ミルボン,3105.0,85.0,75.9,0.36,0.74,-1.2,41.9,ブレイク待ち
JP,5845.T,全保連,1211.0,85.0,85.1,0.3,0.68,-0.8,50.8,ブレイク待ち
JP,6083.T,ＥＲＩホールディングス,1595.0,85.0,79.1,0.38,0.43,-4.1,33.5,ブレイク待ち
JP,6316.T,丸山製作所,2961.0,85.0,86.9,0.57,0.77,1.6,66.3,ブレイク待ち
JP,7608.T,エスケイジャパン,868.0,85.0,81.2,0.43,0.77,4.0,64.0,ブレイク待ち
JP,7919.T,野崎印刷紙業,228.0,85.0,95.7,0.39,0.34,3.1,61.1,ブレイク待ち
JP,7931.T,未来工業,3635.0,85.0,67.1,0.33,0.66,0.6,58.4,ブレイク待ち
JP,8046.T,丸藤シートパイル,998.0,85.0,56.3,0.27,0.49,0.1,57.3,ブレイク待ち
JP,9746.T,ＴＫＣ,4090.0,85.0,72.2,0.31,0.69,1.9,58.2,ブレイク待ち
JP,9902.T,日伝,3050.0,85.0,80.7,0.3,0.62,-0.6,57.6,ブレイク待ち
JP,9991.T,ジェコス,1782.0,85.0,73.0,0.27,0.61,1.1,58.3,ブレイク待ち
JP,2734.T,サーラコーポレーション,1189.0,84.0,81.5,0.32,0.57,-1.0,30.1,ブレイク待ち
JP,3156.T,レスター,5190.0,84.0,85.8,0.47,0.64,3.7,64.7,ブレイク待ち
JP,4023.T,クレハ,4490.0,84.0,70.3,0.3,0.77,-0.1,56.6,ブレイク待ち
JP,4611.T,大日本塗料,1520.0,84.0,72.0,0.54,0.88,0.1,56.1,ブレイク待ち
JP,4768.T,大塚商会,3517.0,84.0,82.7,0.31,0.59,0.3,56.7,ブレイク待ち
JP,6391.T,加地テック,4775.0,84.0,73.7,0.45,0.4,1.8,63.2,ブレイク待ち
JP,7189.T,西日本フィナンシャルホールディングス,4928.0,84.0,94.0,0.58,0.89,4.2,78.8,ブレイク待ち
JP,7283.T,愛三工業,2250.0,84.0,67.2,0.21,0.39,-1.8,51.6,ブレイク待ち
JP,8074.T,ＹＵＡＳＡ,6410.0,84.0,89.7,0.47,0.74,4.0,79.5,ブレイク待ち
JP,8522.T,名古屋銀行,7090.0,84.0,93.6,0.53,0.59,2.9,63.7,ブレイク待ち
JP,8604.T,野村ホールディングス,1673.5,84.0,98.7,0.6,0.86,5.5,80.7,ブレイク待ち
