date,market,ticker,name,high,close,change_pct
2026-08-06,JP,6861.T,キーエンス,87920.0,85530.0,-2.12
2026-08-05,US,AIZ,Assurant,302.29,301.57,7.2
2026-08-05,US,AME,Ametek,257.95,254.76,0.28
2026-08-05,US,AMGN,Amgen,416.24,407.83,4.57
2026-08-05,US,AMP,Ameriprise Financial,564.3,561.03,1.35
2026-08-05,US,ANET,Arista Networks,214.89,197.31,3.57
2026-08-05,US,BAC,Bank of America,63.57,63.25,0.56
2026-08-05,US,BEN,Franklin Resources,36.28,34.92,-2.38
2026-08-05,US,CPAY,Corpay,405.95,394.53,-0.5
2026-08-05,US,CRL,Charles River Laboratories,267.99,260.72,11.36
2026-08-05,US,CRWD,CrowdStrike,219.35,209.86,-0.64
2026-08-05,US,DDOG,Datadog,292.72,283.17,-1.73
2026-08-05,US,DELL,Dell Technologies,485.7,462.7,-0.98
2026-08-05,US,ETN,Eaton Corporation,453.5,447.28,0.56
2026-08-05,US,EXPD,Expeditors International,187.74,181.41,-0.04
2026-08-05,US,EXPE,Expedia Group,326.99,319.66,2.44
2026-08-05,US,FTNT,Fortinet,172.09,164.13,-2.47
2026-08-05,US,GE,GE Aerospace,384.51,381.22,1.04
2026-08-05,US,GPN,Global Payments,90.85,87.48,-0.87
2026-08-05,US,IFF,International Flavors & Fragrances,89.32,88.07,8.88
2026-08-05,US,IVZ,Invesco,32.44,32.01,0.03
2026-08-05,US,JCI,Johnson Controls,157.06,153.65,0.02
2026-08-05,US,NDSN,Nordson Corporation,313.79,310.67,0.32
2026-08-05,US,NUE,Nucor,280.11,274.74,0.26
2026-08-05,US,PANW,Palo Alto Networks,376.98,362.66,-1.0
2026-08-05,US,PFG,Principal Financial Group,116.27,114.85,-0.35
2026-08-05,US,PRU,Prudential Financial,127.72,120.16,-2.74
2026-08-05,US,RJF,Raymond James Financial,181.87,180.55,1.11
2026-08-05,US,RTX,RTX Corporation,222.82,222.31,2.01
2026-08-05,US,SCHW,Charles Schwab Corporation,108.55,108.02,1.57
2026-08-05,US,SNA,Snap-on,421.16,418.85,0.12
2026-08-05,US,SWK,Stanley Black & Decker,103.65,103.27,0.85
2026-08-05,US,TDY,Teledyne Technologies,693.5,683.73,-0.15
2026-08-05,US,WSM,"Williams-Sonoma, Inc.",252.99,248.24,-0.26
2026-08-05,US,XYZ,"Block, Inc.",86.75,84.2,-0.52
2026-08-05,US,ZBRA,Zebra Technologies,376.7,368.99,0.04
