market,ticker,name,close,RS%,52週位置%,ボラ収縮,出来高倍率,MA25乖離%,RSI14,タイプ
JP,8713.T,フィデアホールディングス,2742.0,96.0,95.5,0.79,1.85,17.7,81.6,PEAD
JP,9344.T,アクシスコンサルティング,1280.0,96.0,77.4,1.0,8.19,28.0,77.4,PEAD
JP,2146.T,ＵＴグループ,231.0,95.0,96.9,0.86,1.01,16.9,79.7,PEAD
JP,4169.T,ＥＮＥＣＨＡＮＧＥ,306.0,95.0,54.3,0.74,1.11,18.1,66.2,PEAD
JP,6045.T,レントラックス,2076.0,95.0,91.2,0.71,3.46,20.7,76.8,PEAD
JP,6448.T,ブラザー工業,4608.0,95.0,92.6,0.77,1.17,8.8,77.4,PEAD
JP,6862.T,ミナトホールディングス,3370.0,95.0,75.1,1.0,1.41,35.0,74.5,PEAD
JP,7358.T,ポピンズ,1818.0,95.0,97.3,0.74,1.4,15.0,87.1,PEAD
JP,2607.T,不二製油,4612.0,94.0,94.8,0.69,0.76,11.0,81.4,PEAD
JP,3277.T,サンセイランディック,814.0,94.0,74.7,0.98,1.82,15.8,73.6,PEAD
JP,4114.T,日本触媒,2633.0,94.0,90.6,0.84,1.05,12.8,80.8,PEAD
JP,4377.T,ワンキャリア,2443.0,94.0,60.6,0.76,1.32,12.5,65.4,PEAD
JP,4406.T,新日本理化,245.0,94.0,51.4,0.98,1.01,11.7,82.1,PEAD
JP,6444.T,サンデン,202.0,94.0,90.3,0.86,1.76,16.6,75.7,PEAD
JP,4691.T,ワシントンホテル,2275.0,93.0,54.8,0.27,1.35,2.6,56.7,PEAD
JP,6904.T,原田工業,572.0,93.0,97.8,0.95,7.42,20.1,87.7,PEAD
JP,9563.T,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,372.0,93.0,78.1,0.8,7.37,17.1,71.8,PEAD
JP,4480.T,メドレー,2863.0,92.0,86.6,1.0,3.46,26.8,82.5,PEAD
JP,2120.T,ＬＩＦＵＬＬ,243.0,91.0,94.5,0.88,1.65,14.2,82.3,PEAD
JP,3778.T,さくらインターネット,3570.0,91.0,59.0,0.9,2.2,7.9,59.6,PEAD
JP,6287.T,サトー,2759.0,91.0,78.7,0.69,1.43,6.8,71.6,PEAD
JP,3551.T,ダイニック,1628.0,90.0,99.7,0.75,0.98,12.6,80.3,PEAD
JP,3895.T,ハビックス,498.0,90.0,62.6,0.98,7.72,14.8,67.3,PEAD
JP,3723.T,日本ファルコム,2871.0,89.0,90.5,0.63,0.81,5.5,61.1,PEAD
JP,4588.T,オンコリスバイオファーマ,3380.0,89.0,87.3,0.93,1.24,18.9,68.1,PEAD
JP,4919.T,ミルボン,3255.0,89.0,93.2,0.77,1.24,10.4,82.1,PEAD
JP,6513.T,オリジン,1294.0,89.0,73.3,1.0,4.0,15.7,72.5,PEAD
JP,7846.T,パイロットコーポレーション,1991.5,89.0,91.4,0.68,0.98,6.7,69.8,PEAD
JP,1960.T,サンテック,1680.0,88.0,86.9,0.84,0.93,9.3,68.0,PEAD
JP,2207.T,ｍｅｉｔｏ,3625.0,88.0,92.6,0.73,1.23,9.1,77.2,PEAD
JP,7780.T,メニコン,1920.0,88.0,83.3,0.91,1.05,5.0,64.7,PEAD
JP,6071.T,ＩＢＪ,955.0,87.0,93.4,0.8,3.7,12.0,76.0,PEAD
JP,9552.T,クオンツ総研ホールディングス,1101.0,86.0,63.5,0.69,1.45,15.8,75.2,PEAD
JP,3947.T,ダイナパック,2421.0,85.0,56.6,0.65,1.76,5.2,75.7,PEAD
JP,4419.T,Ｆｉｎａｔｅｘｔホールディングス,1380.0,85.0,63.0,0.71,1.45,-9.1,43.1,PEAD
JP,2681.T,ゲオホールディングス,2352.0,84.0,95.2,0.83,0.97,8.4,67.6,PEAD
JP,4020.T,ビートレンド,795.0,84.0,58.5,0.78,1.72,10.8,91.7,PEAD
JP,5537.T,ＡｌｂａＬｉｎｋ,3255.0,84.0,82.3,0.72,2.22,11.7,68.4,PEAD
JP,4025.T,多木化学,6070.0,83.0,91.2,0.96,0.98,12.9,69.8,PEAD
JP,5542.T,新報国マテリアル,950.0,83.0,74.1,1.0,1.97,10.9,72.4,PEAD
JP,7911.T,ＴＯＰＰＡＮホールディングス,5123.0,83.0,64.4,0.86,0.96,6.5,67.2,PEAD
JP,4360.T,マナック・ケミカル・パートナーズ,894.0,82.0,54.5,0.73,0.87,7.5,68.2,PEAD
JP,7035.T,ａｎｄ　ｆａｃｔｏｒｙ,272.0,82.0,51.4,0.84,9.93,6.6,66.7,PEAD
JP,7567.T,栄電子,612.0,82.0,70.5,0.85,0.61,7.9,64.3,PEAD
JP,3753.T,フライトソリューションズ,254.0,81.0,92.1,0.72,1.23,22.7,82.6,PEAD
JP,4933.T,Ｉ－ｎｅ,1441.0,81.0,66.1,0.76,0.76,9.9,78.3,PEAD
JP,3691.T,デジタルプラス,1856.0,80.0,55.8,0.7,1.29,15.4,78.6,PEAD
JP,7695.T,交換できるくん,855.0,79.0,85.7,0.82,1.98,12.4,74.7,PEAD
JP,4286.T,ＣＬホールディングス,1332.0,78.0,92.7,0.89,3.14,15.9,71.5,PEAD
JP,4527.T,ロート製薬,2866.5,77.0,92.6,0.96,0.77,11.6,76.1,PEAD
JP,5713.T,住友金属鉱山,10760.0,77.0,73.4,0.91,1.0,25.1,75.1,PEAD
JP,4767.T,テー・オー・ダブリュー,401.0,76.0,91.4,0.84,1.05,13.2,85.7,PEAD
JP,6943.T,ＮＫＫスイッチズ,5480.0,76.0,92.2,0.92,1.79,6.0,64.8,PEAD
JP,3040.T,ソリトンシステムズ,2385.0,74.0,83.4,1.0,1.18,12.1,76.6,PEAD
JP,3167.T,ＴＯＫＡＩホールディングス,1263.0,73.0,99.6,0.79,0.82,6.6,69.2,PEAD
JP,6694.T,ズーム,725.0,73.0,75.2,0.9,1.53,9.1,71.3,PEAD
JP,4401.T,ＡＤＥＫＡ,4572.0,72.0,71.7,0.98,0.63,6.8,74.5,PEAD
JP,8132.T,シナネンホールディングス,8650.0,71.0,81.7,1.0,3.37,20.5,73.0,PEAD
JP,7244.T,市光工業,579.0,64.0,88.8,0.84,2.21,6.9,62.6,PEAD
JP,3053.T,ペッパーフードサービス,210.0,63.0,81.5,0.91,2.16,9.7,77.3,PEAD
JP,6376.T,日機装,3450.0,63.0,65.5,0.76,1.94,-10.1,44.3,PEAD
JP,7091.T,リビングプラットフォーム,1269.0,62.0,85.7,0.82,1.62,4.1,69.6,PEAD
JP,6092.T,エンバイオ・ホールディングス,862.0,60.0,68.0,0.92,3.03,13.1,77.1,PEAD
JP,4976.T,東洋ドライルーブ,1471.0,59.0,57.1,1.0,3.82,9.2,59.7,PEAD
JP,4681.T,リゾートトラスト,1854.5,58.0,54.6,0.76,0.81,4.0,58.1,PEAD
JP,8841.T,テーオーシー,1084.0,55.0,75.1,1.0,2.31,13.9,80.3,PEAD
JP,6918.T,アバールデータ,3550.0,51.0,72.4,1.0,1.81,6.8,63.0,PEAD
JP,8088.T,岩谷産業,2177.0,50.0,84.1,0.68,0.8,4.2,63.1,PEAD
JP,7936.T,アシックス,4689.0,46.0,61.2,0.64,1.43,-4.0,48.3,PEAD
JP,5331.T,ノリタケ,3595.0,44.0,56.8,0.72,0.45,1.3,57.5,PEAD
JP,7727.T,オーバル,801.0,34.0,65.6,1.0,1.24,4.2,58.5,PEAD
JP,4565.T,ネクセラファーマ,1103.0,26.0,72.5,1.0,1.67,15.3,76.3,PEAD
JP,1897.T,金下建設,3255.0,25.0,58.4,0.76,1.11,2.2,58.2,PEAD
JP,6072.T,地盤ネットホールディングス,1131.0,19.0,54.3,0.35,0.33,14.5,65.9,PEAD
JP,4572.T,カルナバイオサイエンス,403.0,11.0,65.1,0.75,2.06,23.0,81.8,PEAD
JP,6834.T,精工技研,24800.0,8.0,56.9,0.7,1.15,14.7,65.0,PEAD
JP,6928.T,エノモト,2993.0,5.0,58.5,0.67,2.52,10.4,67.0,PEAD
US,MRNA,Moderna,133.32000732421875,100.0,71.9,0.93,5.28,101.2,73.0,PEAD
US,QNST,"QuinStreet, Inc.",20.3700008392334,99.0,84.0,0.67,0.84,14.5,72.7,PEAD
US,CRSR,Corsair Gaming,10.90999984741211,98.0,61.2,0.76,0.61,-3.6,51.5,PEAD
US,LFST,Lifestance Health,12.649999618530273,98.0,96.2,0.51,0.92,11.1,75.3,PEAD
US,WDAY,"Workday, Inc.",197.32000732421875,97.0,62.3,0.84,0.96,17.4,70.4,PEAD
US,HZO,"MarineMax, Inc.",52.25,97.0,99.3,0.93,1.57,27.1,93.2,PEAD
US,DV,DoubleVerify Holdings Inc.,13.3100004196167,95.0,64.4,0.77,1.0,10.1,88.1,PEAD
US,ICUI,ICU Medical,182.52999877929688,95.0,87.2,0.59,0.77,6.6,64.5,PEAD
US,ABNB,Airbnb,185.0,92.0,94.6,0.82,1.06,14.3,76.7,PEAD
US,TILE,"Interface, Inc.",39.08000183105469,92.0,91.2,0.64,0.85,9.8,75.8,PEAD
US,MRK,Merck & Co.,148.99000549316406,90.0,94.1,0.65,1.39,12.9,78.8,PEAD
US,SCSC,"ScanSource, Inc.",56.38999938964844,90.0,68.5,0.79,1.74,2.8,49.4,PEAD
US,EL,Estée Lauder Companies (The),96.1500015258789,83.0,54.0,0.89,1.67,12.2,71.7,PEAD
US,WEN,The Wendy's Company,8.8100004196167,69.0,58.9,0.6,0.42,12.3,67.6,PEAD
US,HP,"Helmerich & Payne, Inc.",44.099998474121094,54.0,96.7,0.85,0.76,16.8,82.4,PEAD
JP,2393.T,日本ケアサプライ,4420.0,100.0,91.7,0.36,0.34,6.7,71.4,ブレイク待ち
JP,5575.T,Ｇｌｏｂｅｅ,1295.0,100.0,96.6,0.5,0.81,18.8,73.2,ブレイク待ち
JP,6522.T,アスタリスク,2008.0,100.0,74.5,0.46,0.59,16.9,64.6,ブレイク待ち
JP,6897.T,ツインバード,677.0,100.0,71.0,0.06,0.29,-0.6,37.0,ブレイク待ち
JP,3237.T,イントランス,106.0,99.0,86.9,0.47,0.24,6.7,70.6,ブレイク待ち
JP,3544.T,サツドラホールディングス,1248.0,99.0,85.1,0.03,0.2,-0.1,55.0,ブレイク待ち
JP,4443.T,Ｓａｎｓａｎ,2231.0,99.0,99.8,0.56,0.82,14.5,67.8,ブレイク待ち
JP,4680.T,ラウンドワン,1338.5,99.0,64.8,0.43,0.74,5.1,62.8,ブレイク待ち
JP,1447.T,ＳＡＡＦホールディングス,398.0,98.0,68.6,0.37,0.51,6.8,60.7,ブレイク待ち
JP,2437.T,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,610.0,98.0,67.0,0.44,0.53,-4.1,40.0,ブレイク待ち
JP,3480.T,ジェイ・エス・ビー,8950.0,98.0,95.4,0.15,0.45,-0.3,48.9,ブレイク待ち
JP,3926.T,オープンドア,410.0,98.0,68.3,0.34,0.58,3.7,58.7,ブレイク待ち
JP,4092.T,日本化学工業,5520.0,98.0,78.5,0.55,0.51,0.6,42.7,ブレイク待ち
JP,4431.T,スマレジ,3395.0,98.0,92.2,0.53,0.63,6.6,59.1,ブレイク待ち
JP,6058.T,ベクトル,1900.0,98.0,89.0,0.27,0.61,6.4,63.7,ブレイク待ち
JP,6336.T,石井表記,1642.0,98.0,60.9,0.37,0.29,-0.0,54.8,ブレイク待ち
JP,8011.T,三陽商会,5320.0,98.0,88.5,0.52,0.78,8.0,65.3,ブレイク待ち
JP,2997.T,ストレージ王,1324.0,97.0,94.7,0.03,0.48,-0.8,11.8,ブレイク待ち
JP,4417.T,グローバルセキュリティエキスパート,4500.0,97.0,82.1,0.48,0.56,0.7,48.4,ブレイク待ち
JP,4661.T,オリエンタルランド,3007.0,97.0,56.1,0.55,0.78,3.8,39.5,ブレイク待ち
JP,4911.T,資生堂,3696.0,97.0,97.9,0.58,0.74,10.4,74.2,ブレイク待ち
JP,7133.T,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ,1314.0,97.0,88.7,0.41,0.59,5.3,78.9,ブレイク待ち
JP,7435.T,ナ・デックス,1350.0,97.0,90.9,0.53,0.54,8.2,76.2,ブレイク待ち
JP,7581.T,サイゼリヤ,7350.0,97.0,71.4,0.38,0.58,-3.0,31.2,ブレイク待ち
JP,8173.T,Ｊｏｓｈｉｎ,4295.0,97.0,98.4,0.48,0.81,8.1,69.0,ブレイク待ち
JP,9304.T,澁澤倉庫,1989.0,97.0,85.6,0.49,0.84,4.7,76.6,ブレイク待ち
JP,2162.T,ｎｍｓ　ホールディングス,536.0,96.0,97.5,0.02,0.08,-0.0,50.0,ブレイク待ち
JP,2222.T,寿スピリッツ,2680.5,96.0,91.1,0.56,0.69,3.4,63.9,ブレイク待ち
JP,2354.T,ＹＥ　ＤＩＧＩＴＡＬ,1325.0,96.0,66.2,0.57,0.67,1.8,55.4,ブレイク待ち
JP,3086.T,Ｊ．フロント　リテイリング,3023.0,96.0,61.3,0.24,0.55,0.6,54.0,ブレイク待ち
JP,4171.T,グローバルインフォメーション,1665.0,96.0,96.7,0.01,0.24,0.1,57.1,ブレイク待ち
JP,4174.T,アピリッツ,824.0,96.0,63.7,0.41,0.26,8.1,83.3,ブレイク待ち
JP,4212.T,積水樹脂,2873.0,96.0,78.7,0.44,0.57,3.2,39.9,ブレイク待ち
JP,4733.T,オービックビジネスコンサルタント,8274.0,96.0,71.1,0.44,0.7,6.4,59.3,ブレイク待ち
JP,5018.T,ＭＯＲＥＳＣＯ,2255.0,96.0,88.5,0.35,0.72,3.5,59.5,ブレイク待ち
JP,7921.T,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,4275.0,96.0,74.2,0.29,0.63,-0.3,50.9,ブレイク待ち
JP,4175.T,ｃｏｌｙ,2770.0,95.0,86.1,0.32,0.52,0.1,47.0,ブレイク待ち
JP,4432.T,ウイングアーク１ｓｔ,3320.0,95.0,69.3,0.49,0.53,7.3,61.6,ブレイク待ち
JP,4762.T,エックスネット,2047.0,95.0,81.5,0.59,0.57,4.0,50.8,ブレイク待ち
JP,4800.T,オリコン,1358.0,95.0,97.8,0.01,0.22,0.0,100.0,ブレイク待ち
JP,7283.T,愛三工業,2305.0,95.0,73.7,0.39,0.41,0.2,39.2,ブレイク待ち
JP,3399.T,丸千代山岡家,3830.0,94.0,83.7,0.59,0.73,4.0,72.2,ブレイク待ち
JP,4394.T,エクスモーション,556.0,94.0,79.1,0.08,0.22,1.3,48.9,ブレイク待ち
JP,4667.T,アイサンテクノロジー,2105.0,94.0,76.2,0.6,0.78,9.9,71.6,ブレイク待ち
JP,4812.T,電通総研,2752.0,94.0,88.9,0.17,0.83,2.1,60.3,ブレイク待ち
JP,6532.T,ベイカレント,7485.0,94.0,70.0,0.58,0.63,5.7,58.0,ブレイク待ち
JP,7417.T,南陽,1915.0,94.0,90.5,0.34,0.44,2.4,44.5,ブレイク待ち
JP,9010.T,富士急行,2739.0,94.0,89.2,0.31,0.65,0.7,49.0,ブレイク待ち
JP,9247.T,ＴＲＥホールディングス,1975.0,94.0,63.5,0.33,0.6,-3.0,44.9,ブレイク待ち
JP,3696.T,セレス,2267.0,93.0,60.0,0.57,0.89,7.0,69.1,ブレイク待ち
JP,3708.T,特種東海製紙,2174.0,93.0,96.8,0.38,0.77,3.1,60.0,ブレイク待ち
JP,4120.T,スガイ化学工業,2967.0,93.0,69.5,0.51,0.63,-1.9,45.8,ブレイク待ち
JP,4238.T,ミライアル,1707.0,93.0,62.1,0.55,0.4,2.6,63.0,ブレイク待ち
JP,5136.T,ｔｒｉｐｌａ,1987.0,93.0,68.1,0.51,0.63,10.9,74.8,ブレイク待ち
JP,4189.T,ＫＨネオケム,3390.0,92.0,85.7,0.57,0.62,4.3,54.6,ブレイク待ち
JP,4445.T,リビン・テクノロジーズ,1880.0,92.0,75.4,0.54,0.67,5.3,75.9,ブレイク待ち
JP,5273.T,三谷セキサン,1968.0,92.0,65.1,0.45,0.89,5.6,57.8,ブレイク待ち
JP,6533.T,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,1229.0,92.0,80.4,0.3,0.8,2.2,64.9,ブレイク待ち
JP,6676.T,ＢＵＦＦＡＬＯ,2942.0,92.0,99.6,0.43,0.61,6.1,63.2,ブレイク待ち
JP,7041.T,ＣＲＧホールディングス,346.0,92.0,67.1,0.21,0.39,-0.5,41.7,ブレイク待ち
JP,7173.T,東京きらぼしフィナンシャルグループ,1713.0,92.0,80.5,0.38,0.43,-1.1,51.3,ブレイク待ち
JP,7839.T,ＳＨＯＥＩ,2077.0,92.0,92.8,0.57,0.69,4.7,69.6,ブレイク待ち
JP,7864.T,フジシールインターナショナル,3280.0,92.0,80.4,0.44,0.66,4.4,77.4,ブレイク待ち
JP,8255.T,アクシアル　リテイリング,1257.0,92.0,82.3,0.5,0.84,3.0,47.6,ブレイク待ち
JP,8524.T,北洋銀行,1261.0,92.0,86.8,0.58,0.81,3.3,65.7,ブレイク待ち
JP,9204.T,スカイマーク,427.0,92.0,55.9,0.44,0.68,2.9,65.6,ブレイク待ち
JP,2734.T,サーラコーポレーション,1232.0,91.0,95.7,0.41,0.78,5.4,81.2,ブレイク待ち
JP,4462.T,石原ケミカル,2995.0,91.0,56.2,0.57,0.71,-1.2,54.6,ブレイク待ち
JP,6083.T,ＥＲＩホールディングス,1650.0,91.0,85.6,0.54,0.61,2.8,61.8,ブレイク待ち
JP,6837.T,京写,373.0,91.0,57.8,0.52,0.4,6.1,73.3,ブレイク待ち
JP,7988.T,ニフコ,5068.0,91.0,68.4,0.46,0.62,-0.7,42.8,ブレイク待ち
JP,8366.T,滋賀銀行,2666.0,91.0,81.7,0.49,0.65,2.0,65.8,ブレイク待ち
JP,1770.T,藤田エンジニアリング,2092.0,90.0,67.2,0.5,0.61,-0.3,56.8,ブレイク待ち
JP,3657.T,ポールトゥウィンホールディングス,365.0,90.0,83.2,0.5,0.9,6.6,90.0,ブレイク待ち
JP,6103.T,オークマ,4935.0,90.0,68.3,0.56,0.7,-3.3,49.7,ブレイク待ち
JP,7867.T,タカラトミー,3641.0,90.0,90.6,0.47,0.75,1.6,50.9,ブレイク待ち
JP,7931.T,未来工業,3700.0,90.0,72.3,0.58,0.6,6.7,65.8,ブレイク待ち
JP,8309.T,三井住友トラストグループ,1715.5,90.0,93.3,0.46,0.67,1.5,61.8,ブレイク待ち
JP,8392.T,大分銀行,2763.0,90.0,89.8,0.57,0.71,2.3,62.4,ブレイク待ち
JP,3177.T,ありがとうサービス,4310.0,89.0,91.6,0.35,0.52,3.9,72.4,ブレイク待ち
JP,3512.T,日本フエルト,1030.0,89.0,87.3,0.57,0.68,6.4,73.5,ブレイク待ち
JP,6249.T,ゲームカードホールディングス,2757.0,89.0,55.4,0.42,0.35,4.1,63.5,ブレイク待ち
JP,6971.T,京セラ,3608.0,89.0,80.3,0.57,0.7,-3.0,46.2,ブレイク待ち
JP,7309.T,シマノ,20360.0,89.0,82.4,0.52,0.69,4.0,53.0,ブレイク待ち
JP,8616.T,東海東京フィナンシャル・ホールディングス,853.0,89.0,98.6,0.46,0.74,4.4,74.3,ブレイク待ち
JP,2871.T,ニチレイ,2187.0,88.0,73.6,0.55,0.75,0.4,47.7,ブレイク待ち
JP,3974.T,ＳＣＡＴ,669.0,88.0,92.0,0.45,0.31,2.9,52.1,ブレイク待ち
JP,3987.T,エコモット,665.0,88.0,68.8,0.5,0.81,3.5,63.2,ブレイク待ち
JP,8233.T,高島屋,2383.0,88.0,83.0,0.31,0.69,2.7,61.7,ブレイク待ち
JP,8601.T,大和証券グループ本社,1779.0,88.0,86.0,0.38,0.81,-1.8,45.4,ブレイク待ち
JP,3197.T,すかいらーくホールディングス,3362.0,87.0,64.8,0.59,0.71,6.6,63.9,ブレイク待ち
JP,4526.T,理研ビタミン,3340.0,87.0,98.5,0.5,0.57,4.4,63.0,ブレイク待ち
JP,5889.T,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,2627.0,87.0,98.5,0.41,0.83,5.3,60.0,ブレイク待ち
JP,7242.T,カヤバ,4695.0,87.0,62.6,0.49,0.73,4.7,62.1,ブレイク待ち
JP,8604.T,野村ホールディングス,1535.0,87.0,83.4,0.42,0.78,-1.5,53.1,ブレイク待ち
JP,8613.T,丸三証券,1265.0,87.0,99.7,0.58,0.85,6.4,65.2,ブレイク待ち
JP,9244.T,デジタリフト,1267.0,87.0,67.8,0.4,0.79,1.7,49.0,ブレイク待ち
JP,2004.T,昭和産業,3745.0,86.0,97.4,0.57,0.77,5.3,68.2,ブレイク待ち
JP,2410.T,キャリアデザインセンター,2922.0,86.0,93.3,0.4,0.67,1.1,50.5,ブレイク待ち
JP,2590.T,ダイドーグループホールディングス,3025.0,86.0,85.0,0.57,0.62,2.5,51.4,ブレイク待ち
JP,2934.T,ジェイフロンティア,2004.0,86.0,89.9,0.57,0.57,5.5,68.6,ブレイク待ち
JP,4992.T,北興化学工業,2055.0,86.0,68.6,0.59,0.86,5.4,82.0,ブレイク待ち
JP,6309.T,巴工業,2011.0,86.0,66.2,0.41,0.82,4.1,62.7,ブレイク待ち
JP,9991.T,ジェコス,1780.0,86.0,72.7,0.5,0.75,4.1,57.5,ブレイク待ち
JP,2612.T,かどや製油,1751.0,85.0,70.9,0.23,0.29,-0.7,40.3,ブレイク待ち
JP,2923.T,サトウ食品,8360.0,85.0,57.0,0.39,0.39,-0.6,41.5,ブレイク待ち
JP,3179.T,シュッピン,1270.0,85.0,67.3,0.57,0.9,0.1,37.6,ブレイク待ち
JP,4523.T,エーザイ,4902.0,85.0,73.5,0.45,0.61,3.2,52.8,ブレイク待ち
JP,5695.T,パウダーテック,2977.0,85.0,72.4,0.21,0.26,-1.2,42.2,ブレイク待ち
JP,6737.T,ＥＩＺＯ,3005.0,85.0,89.9,0.58,0.67,4.6,58.8,ブレイク待ち
JP,7322.T,三十三フィナンシャルグループ,2012.0,85.0,90.6,0.56,0.87,3.7,57.1,ブレイク待ち
JP,8337.T,千葉興業銀行,2698.0,85.0,88.2,0.55,0.72,1.5,57.5,ブレイク待ち
JP,2053.T,中部飼料,2031.0,84.0,96.4,0.49,0.87,4.1,75.5,ブレイク待ち
JP,7327.T,第四北越フィナンシャルグループ,2465.0,84.0,90.5,0.56,0.83,3.9,64.9,ブレイク待ち
JP,7453.T,良品計画,4237.0,84.0,80.6,0.47,0.64,-1.8,53.1,ブレイク待ち
JP,3087.T,ドトール・日レスホールディングス,3290.0,83.0,89.2,0.46,0.81,4.4,60.4,ブレイク待ち
JP,4023.T,クレハ,4455.0,83.0,67.7,0.44,0.63,2.2,61.7,ブレイク待ち
JP,4318.T,クイック,856.0,83.0,60.5,0.58,0.89,7.6,78.4,ブレイク待ち
JP,4763.T,クリーク・アンド・リバー社,1512.0,83.0,73.6,0.45,0.79,2.8,66.0,ブレイク待ち
JP,7219.T,エッチ・ケー・エス,2667.0,83.0,87.7,0.5,0.63,2.5,55.8,ブレイク待ち
JP,7282.T,豊田合成,5337.0,83.0,83.5,0.56,0.81,3.3,41.8,ブレイク待ち
JP,8147.T,トミタ,1410.0,83.0,64.0,0.51,0.48,0.5,54.3,ブレイク待ち
JP,8795.T,Ｔ＆Ｄホールディングス,4795.0,83.0,80.9,0.43,0.76,-3.3,33.8,ブレイク待ち
JP,4202.T,ダイセル,1465.5,82.0,64.7,0.5,0.69,-0.0,52.9,ブレイク待ち
JP,5757.T,ＣＫサンエツ,5350.0,82.0,77.0,0.46,0.62,2.9,57.1,ブレイク待ち
JP,7476.T,アズワン,2421.5,82.0,66.8,0.56,0.57,-0.2,52.4,ブレイク待ち
JP,8331.T,千葉銀行,2753.5,82.0,90.6,0.56,0.79,1.7,63.8,ブレイク待ち
JP,9706.T,日本空港ビルデング,5683.0,82.0,88.4,0.51,0.82,1.5,51.0,ブレイク待ち
JP,1418.T,インターライフホールディングス,600.0,81.0,61.9,0.21,0.83,0.4,52.5,ブレイク待ち
JP,2809.T,キユーピー,4779.0,81.0,89.5,0.53,0.76,3.4,65.4,ブレイク待ち
