market,ticker,name,close,RS%,52週位置%,ボラ収縮,出来高倍率,MA25乖離%,RSI14,タイプ
JP,4464.T,ソフト９９コーポレーション,4060.0,65.0,92.0,1.0,2.97,10.8,86.5,PEAD
JP,4441.T,トビラシステムズ,1521.0,56.0,78.0,0.54,0.56,2.3,52.8,PEAD
JP,6877.T,ＯＢＡＲＡ　ＧＲＯＵＰ,5930.0,17.0,70.2,0.66,1.53,6.9,63.0,PEAD
JP,6492.T,岡野バルブ製造,15160.0,14.0,55.6,0.34,0.52,6.5,63.4,PEAD
JP,6779.T,日本電波工業,3260.0,4.0,57.3,0.49,0.85,14.6,69.1,PEAD
US,SDGR,"Schrödinger, Inc.",28.850000381469727,100.0,86.7,0.76,1.67,25.9,74.4,PEAD
US,WBD,Warner Bros. Discovery,30.860000610351562,86.0,99.6,0.56,3.76,7.0,77.4,PEAD
US,AMRX,Amneal Pharmaceuticals,19.770000457763672,86.0,87.9,0.98,1.62,9.5,67.3,PEAD
US,WRBY,Warby Parker,26.709999084472656,37.0,73.3,0.53,1.67,8.2,60.2,PEAD
JP,3907.T,シリコンスタジオ,2130.0,100.0,64.5,0.5,0.62,3.3,54.7,ブレイク待ち
JP,4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,1476.0,100.0,89.7,0.36,0.69,4.6,62.7,ブレイク待ち
JP,4478.T,フリー,3670.0,100.0,66.8,0.36,0.73,-6.2,39.7,ブレイク待ち
JP,5242.T,アイズ,2325.0,100.0,63.2,0.45,0.14,0.5,52.0,ブレイク待ち
JP,6027.T,弁護士ドットコム,5110.0,100.0,76.4,0.33,0.63,-0.4,50.4,ブレイク待ち
JP,6570.T,共和コーポレーション,3825.0,100.0,81.3,0.43,0.89,1.5,45.6,ブレイク待ち
JP,2492.T,インフォマート,712.0,99.0,96.1,0.4,0.87,6.7,72.0,ブレイク待ち
JP,2767.T,円谷フィールズホールディングス,2615.0,99.0,95.4,0.21,0.6,3.0,62.5,ブレイク待ち
JP,3187.T,ミラタップ,409.0,99.0,75.1,0.52,0.7,8.5,69.9,ブレイク待ち
JP,3276.T,ＪＰＭＣ,2265.0,99.0,92.7,0.11,0.37,0.5,63.6,ブレイク待ち
JP,3851.T,日本一ソフトウェア,1404.0,99.0,80.3,0.45,0.45,2.1,47.5,ブレイク待ち
JP,4394.T,エクスモーション,712.0,99.0,87.4,0.56,0.63,12.0,57.7,ブレイク待ち
JP,4722.T,フューチャー,2425.0,99.0,95.5,0.06,0.69,-0.5,22.5,ブレイク待ち
JP,4746.T,東計電算,7540.0,99.0,100.0,0.26,0.67,7.8,77.2,ブレイク待ち
JP,5243.T,ｎｏｔｅ,3055.0,99.0,84.5,0.47,0.61,7.0,61.3,ブレイク待ち
JP,5575.T,Ｇｌｏｂｅｅ,1186.0,99.0,78.9,0.39,0.21,1.2,56.5,ブレイク待ち
JP,6138.T,ダイジェット工業,1973.0,99.0,83.1,0.2,0.46,-1.7,49.4,ブレイク待ち
JP,7480.T,スズデン,3685.0,99.0,99.3,0.27,0.68,6.4,67.2,ブレイク待ち
JP,8541.T,愛媛銀行,3700.0,99.0,98.7,0.42,0.9,14.3,82.8,ブレイク待ち
JP,1518.T,三井松島ホールディングス,2300.0,98.0,91.1,0.21,0.78,0.5,50.4,ブレイク待ち
JP,3054.T,ハイパー,376.0,98.0,91.9,0.28,0.18,2.2,48.7,ブレイク待ち
JP,4234.T,サンエー化研,1017.0,98.0,87.4,0.42,0.62,1.3,50.6,ブレイク待ち
JP,4635.T,東京インキ,2041.0,98.0,83.4,0.23,0.77,-2.8,38.6,ブレイク待ち
JP,4937.T,Ｗａｑｏｏ,2369.0,98.0,89.3,0.26,0.34,-0.5,59.3,ブレイク待ち
JP,5142.T,アキレス,1903.0,98.0,86.3,0.36,0.86,2.3,58.8,ブレイク待ち
JP,7832.T,バンダイナムコホールディングス,5551.0,98.0,87.1,0.32,0.82,0.3,46.9,ブレイク待ち
JP,7957.T,フジコピアン,2579.0,98.0,81.6,0.13,0.45,0.7,44.6,ブレイク待ち
JP,9110.T,ＮＳユナイテッド海運,10510.0,98.0,99.5,0.02,0.81,0.3,70.0,ブレイク待ち
JP,2121.T,ＭＩＸＩ,3830.0,97.0,96.2,0.35,0.87,4.9,57.5,ブレイク待ち
JP,2477.T,手間いらず,3265.0,97.0,87.9,0.27,0.74,1.1,50.4,ブレイク待ち
JP,3036.T,アルコニックス,3460.0,97.0,81.4,0.3,0.64,2.5,60.0,ブレイク待ち
JP,3926.T,オープンドア,424.0,97.0,73.7,0.55,0.49,-0.6,62.5,ブレイク待ち
JP,4432.T,ウイングアーク１ｓｔ,3340.0,97.0,70.5,0.4,0.4,0.9,51.9,ブレイク待ち
JP,4448.T,ｋｕｂｅｌｌ,372.0,97.0,60.1,0.43,0.64,4.1,64.8,ブレイク待ち
JP,4733.T,オービックビジネスコンサルタント,8261.0,97.0,70.7,0.32,0.78,-1.0,42.0,ブレイク待ち
JP,5246.T,ＥＬＥＭＥＮＴＳ,865.0,97.0,59.2,0.46,0.66,2.1,50.0,ブレイク待ち
JP,7272.T,ヤマハ発動機,1816.0,97.0,82.1,0.37,0.7,-2.2,38.6,ブレイク待ち
JP,8066.T,三谷商事,3655.0,97.0,98.4,0.29,0.87,5.0,61.3,ブレイク待ち
JP,8392.T,大分銀行,3280.0,97.0,100.0,0.55,0.8,10.9,71.5,ブレイク待ち
JP,9278.T,ブックオフグループホールディングス,2833.0,97.0,82.4,0.45,0.61,-1.1,41.8,ブレイク待ち
JP,9889.T,ＪＢＣＣホールディングス,1690.0,97.0,81.0,0.43,0.79,0.0,51.6,ブレイク待ち
JP,3173.T,Ｃｏｍｉｎｉｘ,1452.0,96.0,68.0,0.26,0.57,-1.2,39.1,ブレイク待ち
JP,3845.T,アイフリークモバイル,328.0,96.0,89.9,0.46,0.87,10.2,73.5,ブレイク待ち
JP,4812.T,電通総研,2860.0,96.0,94.2,0.24,0.67,1.3,59.5,ブレイク待ち
JP,4911.T,資生堂,3500.0,96.0,81.0,0.43,0.68,-1.1,51.6,ブレイク待ち
JP,6337.T,テセック,3665.0,96.0,94.9,0.41,0.35,10.1,58.2,ブレイク待ち
JP,6364.T,ＡＩＲＭＡＮ,2585.0,96.0,83.1,0.26,0.89,2.6,64.7,ブレイク待ち
JP,6440.T,ＪＵＫＩ,788.0,96.0,79.4,0.51,0.89,11.7,66.2,ブレイク待ち
JP,6532.T,ベイカレント,7673.0,96.0,73.5,0.48,0.78,-0.5,44.7,ブレイク待ち
JP,7504.T,高速,4445.0,96.0,69.5,0.51,0.63,-4.0,32.1,ブレイク待ち
JP,9344.T,アクシスコンサルティング,1354.0,96.0,89.2,0.23,0.72,3.6,61.8,ブレイク待ち
JP,2146.T,ＵＴグループ,240.0,95.0,95.9,0.35,0.76,3.9,58.7,ブレイク待ち
JP,2997.T,ストレージ王,1321.0,95.0,94.0,0.01,0.15,-0.2,25.0,ブレイク待ち
JP,3177.T,ありがとうサービス,4750.0,95.0,100.0,0.57,0.9,8.6,68.8,ブレイク待ち
JP,3753.T,フライトソリューションズ,205.0,95.0,57.1,0.36,0.27,-9.8,30.1,ブレイク待ち
JP,4572.T,カルナバイオサイエンス,455.0,95.0,81.7,0.4,0.67,7.4,69.9,ブレイク待ち
JP,7128.T,ユニソルホールディングス,2884.0,95.0,84.7,0.27,0.5,2.4,70.5,ブレイク待ち
JP,7695.T,交換できるくん,952.0,95.0,97.9,0.29,0.49,4.3,67.7,ブレイク待ち
JP,7774.T,ジャパン・ティッシュエンジニアリング,848.0,95.0,83.5,0.49,0.62,-0.1,44.7,ブレイク待ち
JP,8622.T,水戸証券,920.0,95.0,84.0,0.25,0.81,-2.4,44.4,ブレイク待ち
JP,9304.T,澁澤倉庫,2259.0,95.0,100.0,0.38,0.64,8.3,73.6,ブレイク待ち
JP,2354.T,ＹＥ　ＤＩＧＩＴＡＬ,1239.0,94.0,55.3,0.56,0.4,-9.3,41.1,ブレイク待ち
JP,2489.T,アドウェイズ,403.0,94.0,81.5,0.31,0.48,-1.1,37.3,ブレイク待ち
JP,2820.T,やまみ,6320.0,94.0,84.1,0.47,0.86,0.6,61.3,ブレイク待ち
JP,3494.T,マリオン,455.0,94.0,77.1,0.18,0.75,1.6,70.0,ブレイク待ち
JP,4175.T,ｃｏｌｙ,2980.0,94.0,92.0,0.44,0.58,3.6,57.0,ブレイク待ち
JP,4629.T,大伸化学,2530.0,94.0,91.9,0.55,0.75,8.0,68.7,ブレイク待ち
JP,4684.T,オービック,5061.0,94.0,83.0,0.29,0.83,2.5,58.6,ブレイク待ち
JP,4776.T,サイボウズ,3015.0,94.0,67.4,0.45,0.67,-1.3,48.9,ブレイク待ち
JP,7041.T,ＣＲＧホールディングス,345.0,94.0,69.5,0.31,0.79,-0.9,37.8,ブレイク待ち
JP,8364.T,清水銀行,3280.0,94.0,98.5,0.27,0.83,4.4,59.3,ブレイク待ち
JP,8789.T,フィンテック　グローバル,163.0,94.0,80.5,0.39,0.72,-1.1,52.0,ブレイク待ち
JP,9107.T,川崎汽船,3451.0,94.0,90.2,0.3,0.89,2.1,55.7,ブレイク待ち
JP,3034.T,クオールホールディングス,2448.0,93.0,78.7,0.57,0.86,2.7,67.0,ブレイク待ち
JP,3374.T,内外テック,4600.0,93.0,98.1,0.49,0.83,12.2,66.6,ブレイク待ち
JP,3660.T,アイスタイル,482.0,93.0,59.3,0.42,0.76,-5.8,38.6,ブレイク待ち
JP,3850.T,エヌ・ティ・ティ・データ・イントラマート,3915.0,93.0,83.2,0.58,0.85,6.2,56.6,ブレイク待ち
JP,4380.T,Ｍマート,714.0,93.0,93.1,0.3,0.87,3.4,71.1,ブレイク待ち
JP,6349.T,小森コーポレーション,2034.0,93.0,94.6,0.31,0.9,1.8,56.1,ブレイク待ち
JP,7921.T,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,4135.0,93.0,67.2,0.33,0.43,-1.2,46.7,ブレイク待ち
JP,8075.T,神鋼商事,3225.0,93.0,99.5,0.27,0.88,3.9,66.2,ブレイク待ち
JP,4431.T,スマレジ,3330.0,92.0,73.3,0.51,0.79,-2.9,39.9,ブレイク待ち
JP,5985.T,サンコール,2445.0,92.0,92.3,0.45,0.69,10.6,69.7,ブレイク待ち
JP,6637.T,寺崎電気産業,4395.0,92.0,55.5,0.42,0.67,3.5,60.1,ブレイク待ち
JP,6737.T,ＥＩＺＯ,3135.0,92.0,93.3,0.29,0.65,1.8,48.8,ブレイク待ち
JP,8137.T,サンワテクノス,4845.0,92.0,98.9,0.6,0.85,13.4,79.2,ブレイク待ち
JP,1515.T,日鉄鉱業,3245.0,91.0,56.5,0.48,0.8,-8.8,46.7,ブレイク待ち
JP,2934.T,ジェイフロンティア,2026.0,91.0,92.3,0.26,0.43,0.9,60.5,ブレイク待ち
JP,3422.T,Ｊ－ＭＡＸ,628.0,91.0,74.9,0.23,0.58,2.1,58.7,ブレイク待ち
JP,3625.T,テックファームホールディングス,719.0,91.0,61.2,0.5,0.26,8.1,62.0,ブレイク待ち
JP,3673.T,ブロードリーフ,477.0,91.0,75.2,0.55,0.66,1.1,52.1,ブレイク待ち
JP,4434.T,サーバーワークス,2461.0,91.0,76.4,0.36,0.58,0.3,47.2,ブレイク待ち
JP,4477.T,ＢＡＳＥ,337.0,91.0,64.9,0.56,0.85,1.2,34.6,ブレイク待ち
JP,5018.T,ＭＯＲＥＳＣＯ,2361.0,91.0,92.9,0.33,0.39,1.5,57.1,ブレイク待ち
JP,6743.T,大同信号,1062.0,91.0,88.6,0.26,0.69,2.0,70.5,ブレイク待ち
JP,7246.T,プレス工業,1015.0,91.0,90.6,0.32,0.81,1.3,56.1,ブレイク待ち
JP,7565.T,萬世電機,7800.0,91.0,71.4,0.46,0.86,-5.5,30.2,ブレイク待ち
JP,8084.T,ＲＹＯＤＥＮ,4950.0,91.0,99.8,0.32,0.69,3.9,60.7,ブレイク待ち
JP,9310.T,日本トランスシティ,1462.0,91.0,96.0,0.33,0.77,4.1,61.9,ブレイク待ち
JP,9780.T,ハリマビステム,1152.0,91.0,93.5,0.43,0.59,2.3,57.0,ブレイク待ち
JP,9888.T,ＵＥＸ,1277.0,91.0,91.5,0.36,0.77,2.2,56.0,ブレイク待ち
JP,2170.T,リンクアンドモチベーション,675.0,90.0,72.9,0.53,0.5,-1.0,55.4,ブレイク待ち
JP,2175.T,エス・エム・エス,2630.0,90.0,94.5,0.53,0.49,4.7,67.7,ブレイク待ち
JP,3277.T,サンセイランディック,840.0,90.0,84.5,0.22,0.49,2.8,66.4,ブレイク待ち
JP,4377.T,ワンキャリア,2360.0,90.0,58.9,0.55,0.69,-1.8,44.1,ブレイク待ち
JP,5258.T,トランザクション・メディア・ネットワークス,432.0,90.0,58.8,0.26,0.35,0.7,57.0,ブレイク待ち
JP,7417.T,南陽,1866.0,90.0,83.3,0.21,0.38,-1.0,41.8,ブレイク待ち
JP,8304.T,あおぞら銀行,3526.0,90.0,97.5,0.27,0.75,3.3,60.0,ブレイク待ち
JP,8366.T,滋賀銀行,3020.0,90.0,100.0,0.43,0.74,7.3,66.2,ブレイク待ち
JP,1899.T,福田組,4805.0,89.0,81.6,0.52,0.67,2.0,73.0,ブレイク待ち
JP,1914.T,日本基礎技術,823.0,89.0,91.0,0.4,0.6,3.2,48.0,ブレイク待ち
JP,3691.T,デジタルプラス,1882.0,89.0,57.7,0.42,0.76,0.3,54.0,ブレイク待ち
JP,3778.T,さくらインターネット,3750.0,89.0,68.5,0.34,0.61,2.0,57.2,ブレイク待ち
JP,4896.T,ケイファーマ,800.0,89.0,56.8,0.46,0.82,0.6,53.4,ブレイク待ち
JP,6912.T,菊水ホールディングス,2718.0,89.0,98.8,0.36,0.88,9.1,69.5,ブレイク待ち
JP,7283.T,愛三工業,2224.0,89.0,64.1,0.5,0.61,-0.8,43.4,ブレイク待ち
JP,7358.T,ポピンズ,1802.0,89.0,80.6,0.34,0.48,-1.1,42.9,ブレイク待ち
JP,2926.T,篠崎屋,123.0,88.0,70.8,0.36,0.79,-2.0,46.2,ブレイク待ち
JP,3944.T,古林紙工,3130.0,88.0,87.3,0.23,0.41,-1.1,26.4,ブレイク待ち
JP,4025.T,多木化学,5810.0,88.0,80.3,0.52,0.67,0.0,45.0,ブレイク待ち
JP,4212.T,積水樹脂,3000.0,88.0,90.1,0.38,0.69,2.5,60.2,ブレイク待ち
JP,4919.T,ミルボン,3260.0,88.0,90.5,0.43,0.83,1.6,57.4,ブレイク待ち
JP,5010.T,日本精蝋,289.0,88.0,57.4,0.2,0.55,-1.7,50.8,ブレイク待ち
JP,6036.T,ＫｅｅＰｅｒ技研,3515.0,88.0,75.0,0.53,0.73,2.2,61.1,ブレイク待ち
JP,7296.T,エフ・シー・シー,4250.0,88.0,94.2,0.38,0.89,2.2,50.0,ブレイク待ち
JP,8410.T,セブン銀行,346.70001220703125,88.0,95.2,0.27,0.69,2.4,57.8,ブレイク待ち
JP,9619.T,イチネンホールディングス,2762.0,88.0,98.0,0.25,0.88,2.0,63.0,ブレイク待ち
JP,1960.T,サンテック,1715.0,87.0,91.1,0.34,0.44,2.4,61.5,ブレイク待ち
JP,3937.T,Ｕｂｉｃｏｍホールディングス,1149.0,87.0,59.1,0.4,0.62,-4.7,35.6,ブレイク待ち
JP,4020.T,ビートレンド,816.0,87.0,58.7,0.19,0.8,-1.0,20.0,ブレイク待ち
JP,4360.T,マナック・ケミカル・パートナーズ,986.0,87.0,69.1,0.41,0.48,2.5,47.0,ブレイク待ち
JP,4848.T,フルキャストホールディングス,1882.0,87.0,87.7,0.37,0.81,1.1,54.3,ブレイク待ち
JP,5401.T,日本製鉄,685.5,87.0,82.4,0.29,0.74,0.5,47.7,ブレイク待ち
JP,6083.T,ＥＲＩホールディングス,1668.0,87.0,87.4,0.45,0.47,2.1,56.6,ブレイク待ち
JP,6505.T,東洋電機製造,2463.0,87.0,77.9,0.24,0.61,1.9,50.1,ブレイク待ち
JP,6513.T,オリジン,1319.0,87.0,80.3,0.27,0.54,3.5,59.5,ブレイク待ち
JP,7267.T,本田技研工業,1735.5,87.0,94.1,0.57,0.9,2.5,57.1,ブレイク待ち
JP,7366.T,ＬＩＴＡＬＩＣＯ,1905.0,87.0,94.9,0.51,0.82,2.9,67.0,ブレイク待ち
JP,8022.T,美津濃,4185.0,87.0,85.4,0.44,0.81,3.1,55.0,ブレイク待ち
JP,8383.T,鳥取銀行,1976.0,87.0,91.2,0.31,0.66,2.0,58.2,ブレイク待ち
JP,8613.T,丸三証券,1296.0,87.0,92.3,0.23,0.89,0.6,56.7,ブレイク待ち
JP,8700.T,丸八証券,2168.0,87.0,91.6,0.52,0.7,4.5,70.0,ブレイク待ち
JP,9684.T,スクウェア・エニックス・ホールディングス,2958.0,87.0,61.6,0.54,0.9,0.6,48.7,ブレイク待ち
JP,9854.T,愛眼,273.0,87.0,67.5,0.36,0.47,-3.3,31.9,ブレイク待ち
JP,1438.T,岐阜造園,2298.0,86.0,84.6,0.25,0.56,-0.3,50.1,ブレイク待ち
JP,2124.T,ジェイエイシーリクルートメント,1029.0,86.0,67.9,0.54,0.69,3.2,66.9,ブレイク待ち
JP,2705.T,大戸屋ホールディングス,8880.0,86.0,72.2,0.54,0.86,-3.6,20.8,ブレイク待ち
JP,3558.T,ジェイドグループ,1895.0,86.0,60.0,0.4,0.71,3.0,68.4,ブレイク待ち
JP,4450.T,パワーソリューションズ,2368.0,86.0,64.0,0.22,0.86,2.2,55.6,ブレイク待ち
JP,5845.T,全保連,1226.0,86.0,88.9,0.29,0.56,0.7,54.1,ブレイク待ち
JP,6810.T,マクセル,2632.0,86.0,95.2,0.4,0.63,5.5,57.1,ブレイク待ち
JP,7670.T,オーウエル,1230.0,86.0,75.7,0.4,0.63,0.7,47.7,ブレイク待ち
JP,7733.T,オリンパス,2024.0,86.0,79.5,0.55,0.83,-1.7,41.0,ブレイク待ち
JP,7931.T,未来工業,3700.0,86.0,82.9,0.28,0.88,1.1,61.0,ブレイク待ち
JP,8150.T,三信電気,3320.0,86.0,86.7,0.45,0.72,2.7,46.6,ブレイク待ち
JP,9449.T,ＧＭＯインターネットグループ,3992.0,86.0,76.0,0.49,0.68,-0.1,49.4,ブレイク待ち
JP,9746.T,ＴＫＣ,4120.0,86.0,76.1,0.24,0.84,0.5,50.5,ブレイク待ち
JP,3623.T,ビリングシステム,1275.0,85.0,87.5,0.39,0.45,1.9,52.2,ブレイク待ち
JP,3940.T,ノムラシステムコーポレーション,133.0,85.0,61.0,0.58,0.79,1.8,62.5,ブレイク待ち
JP,4206.T,アイカ工業,4367.0,85.0,98.8,0.45,0.9,5.1,66.6,ブレイク待ち
JP,4318.T,クイック,863.0,85.0,63.2,0.43,0.88,1.9,59.0,ブレイク待ち
JP,6061.T,ユニバーサル園芸社,3180.0,85.0,68.3,0.5,0.57,0.0,44.2,ブレイク待ち
JP,6258.T,平田機工,3795.0,85.0,89.5,0.37,0.82,7.6,73.4,ブレイク待ち
JP,6724.T,セイコーエプソン,3272.0,85.0,96.0,0.57,0.86,4.4,54.3,ブレイク待ち
JP,8544.T,京葉銀行,3010.0,85.0,100.0,0.5,0.86,7.2,64.8,ブレイク待ち
JP,9432.T,ＮＴＴ,176.10000610351562,85.0,89.3,0.34,0.83,2.3,51.7,ブレイク待ち
JP,3087.T,ドトール・日レスホールディングス,3210.0,84.0,77.3,0.33,0.7,-3.1,24.7,ブレイク待ち
JP,3091.T,ブロンコビリー,2799.0,84.0,88.0,0.29,0.52,-0.2,43.3,ブレイク待ち
JP,3946.T,トーモク,4565.0,84.0,84.4,0.47,0.68,2.0,59.1,ブレイク待ち
JP,3979.T,うるる,465.0,84.0,88.5,0.55,0.8,5.3,63.5,ブレイク待ち
JP,4767.T,テー・オー・ダブリュー,395.0,84.0,84.9,0.26,0.79,1.5,52.1,ブレイク待ち
JP,8015.T,豊田通商,7449.0,84.0,90.8,0.29,0.87,-0.2,46.9,ブレイク待ち
JP,2464.T,Ａｏｂａ‐ＢＢＴ,379.0,83.0,96.2,0.34,0.87,2.4,55.4,ブレイク待ち
JP,4008.T,住友精化,1555.0,83.0,95.0,0.42,0.81,3.7,58.5,ブレイク待ち
JP,5962.T,浅香工業,2130.0,83.0,96.4,0.57,0.71,3.4,64.2,ブレイク待ち
JP,7919.T,野崎印刷紙業,225.0,83.0,87.5,0.22,0.78,-0.5,47.4,ブレイク待ち
JP,9991.T,ジェコス,1830.0,83.0,80.8,0.28,0.7,2.6,75.2,ブレイク待ち
JP,4324.T,電通グループ,3585.0,82.0,76.5,0.37,0.68,-0.9,44.7,ブレイク待ち
JP,4634.T,ａｒｔｉｅｎｃｅ,5130.0,82.0,95.9,0.33,0.88,1.4,54.1,ブレイク待ち
JP,5254.T,Ａｒｅｎｔ,4110.0,82.0,68.8,0.45,0.42,0.0,68.0,ブレイク待ち
JP,8158.T,ソーダニッカ,1334.0,82.0,83.1,0.41,0.64,0.3,47.1,ブレイク待ち
JP,8707.T,岩井コスモホールディングス,4745.0,82.0,96.6,0.32,0.9,1.9,65.9,ブレイク待ち
JP,3024.T,クリエイト,1194.0,81.0,68.2,0.42,0.63,1.3,63.9,ブレイク待ち
JP,3121.T,マーチャント・バンカーズ,256.0,81.0,67.0,0.58,0.82,-1.8,41.2,ブレイク待ち
JP,3864.T,三菱製紙,1228.0,81.0,98.3,0.37,0.69,3.1,62.3,ブレイク待ち
JP,4624.T,イサム塗料,4055.0,81.0,74.3,0.39,0.69,0.8,43.7,ブレイク待ち
JP,5122.T,オカモト,6400.0,81.0,81.1,0.34,0.66,1.4,57.3,ブレイク待ち
JP,6092.T,エンバイオ・ホールディングス,819.0,81.0,58.6,0.42,0.41,-2.1,23.8,ブレイク待ち
JP,6287.T,サトー,2739.0,81.0,76.5,0.5,0.69,-0.3,41.8,ブレイク待ち
JP,7613.T,シークス,1602.0,81.0,83.4,0.53,0.72,1.7,48.6,ブレイク待ち
JP,8704.T,トレイダーズホールディングス,1436.0,81.0,96.5,0.42,0.84,3.4,68.4,ブレイク待ち
JP,3201.T,日本毛織,2002.0,80.0,80.1,0.2,0.71,1.3,62.2,ブレイク待ち
JP,4415.T,ブロードエンタープライズ,1436.0,80.0,78.1,0.5,0.44,3.5,59.9,ブレイク待ち
JP,5189.T,櫻護謨,3490.0,80.0,67.5,0.25,0.11,-1.0,39.8,ブレイク待ち
JP,5586.T,Ｌａｂｏｒｏ．ＡＩ,935.0,80.0,67.5,0.56,0.62,2.7,63.2,ブレイク待ち
JP,6741.T,日本信号,1854.0,80.0,92.2,0.49,0.75,2.3,58.0,ブレイク待ち
JP,2429.T,ワールドホールディングス,2850.0,79.0,85.2,0.46,0.81,0.5,49.3,ブレイク待ち
JP,2607.T,不二製油,4480.0,79.0,83.7,0.48,0.84,-1.0,38.1,ブレイク待ち
JP,2735.T,ワッツ,722.0,79.0,83.4,0.47,0.71,1.0,66.4,ブレイク待ち
JP,3355.T,クリヤマホールディングス,1839.0,79.0,63.7,0.49,0.9,1.6,49.8,ブレイク待ち
JP,4119.T,日本ピグメントホールディングス,6170.0,79.0,93.0,0.38,0.56,3.5,64.9,ブレイク待ち
JP,4326.T,インテージホールディングス,2001.0,79.0,72.2,0.52,0.69,0.9,46.2,ブレイク待ち
JP,4389.T,プロパティデータバンク,1046.0,79.0,72.6,0.48,0.44,-1.1,47.7,ブレイク待ち
JP,4390.T,ＩＰＳ,4130.0,79.0,87.7,0.41,0.57,1.5,66.0,ブレイク待ち
JP,4463.T,日華化学,2005.0,79.0,81.2,0.43,0.52,0.4,48.0,ブレイク待ち
