date,market,ticker,name,high,close,change_pct
2026-08-05,JP,6861.T,キーエンス,87590.0,87380.0,5.4
2026-08-04,US,AME,Ametek,257.4,254.05,4.22
2026-08-04,US,AMP,Ameriprise Financial,557.11,553.58,0.27
2026-08-04,US,ANET,Arista Networks,194.35,190.51,3.04
2026-08-04,US,BAC,Bank of America,63.54,62.9,0.67
2026-08-04,US,BEN,Franklin Resources,35.86,35.77,1.5
2026-08-04,US,CPAY,Corpay,398.34,396.52,2.78
2026-08-04,US,DDOG,Datadog,289.9,288.15,5.32
2026-08-04,US,DELL,Dell Technologies,476.9,467.27,8.92
2026-08-04,US,DXCM,Dexcom,87.85,86.94,-0.42
2026-08-04,US,EA,Electronic Arts,210.2,209.7,-0.1
2026-08-04,US,ETN,Eaton Corporation,451.96,444.77,1.49
2026-08-04,US,EXPE,Expedia Group,312.75,312.06,4.71
2026-08-04,US,GRMN,Garmin,309.92,307.36,0.85
2026-08-04,US,HSIC,Henry Schein,92.18,89.11,3.01
2026-08-04,US,IVZ,Invesco,32.06,32.0,3.53
2026-08-04,US,JCI,Johnson Controls,154.32,153.62,4.94
2026-08-04,US,JPM,JPMorgan Chase,363.0,357.52,1.38
2026-08-04,US,NDSN,Nordson Corporation,310.56,309.67,2.33
2026-08-04,US,NTAP,NetApp,195.7,190.46,4.12
2026-08-04,US,NUE,Nucor,274.42,274.04,4.88
2026-08-04,US,RJF,Raymond James Financial,179.69,178.57,0.5
2026-08-04,US,SWK,Stanley Black & Decker,102.53,102.4,4.37
2026-08-04,US,USB,U.S. Bancorp,64.85,64.23,0.45
2026-08-04,US,WSM,"Williams-Sonoma, Inc.",250.83,248.88,3.79
2026-08-04,US,XYZ,"Block, Inc.",84.81,84.64,3.11
2026-08-04,US,ZBRA,Zebra Technologies,369.79,368.83,26.47
