market,ticker,name,close,RS%,52週位置%,ボラ収縮,出来高倍率,MA25乖離%,RSI14,タイプ
JP,4480.T,メドレー,2687.0,89.0,73.4,0.94,1.2,13.9,71.1,PEAD
JP,7695.T,交換できるくん,914.0,87.0,90.7,0.85,1.04,16.5,81.4,PEAD
JP,6513.T,オリジン,1255.0,86.0,62.5,1.0,1.27,9.3,68.2,PEAD
JP,9236.T,ジャパンＭ＆Ａソリューション,1437.0,86.0,99.0,0.69,0.89,17.1,75.2,PEAD
JP,3976.T,シャノン,621.0,84.0,68.2,0.8,1.9,3.6,61.2,PEAD
JP,3895.T,ハビックス,486.0,83.0,56.3,0.98,1.03,8.5,64.2,PEAD
JP,4380.T,Ｍマート,671.0,83.0,72.9,0.75,1.01,4.6,61.2,PEAD
JP,6376.T,日機装,3805.0,83.0,76.6,0.78,1.11,0.7,44.6,PEAD
JP,7681.T,レオクラン,1017.0,81.0,62.8,0.43,0.32,3.9,60.3,PEAD
JP,4419.T,Ｆｉｎａｔｅｘｔホールディングス,1450.0,78.0,70.0,0.71,0.81,-2.1,42.4,PEAD
JP,6071.T,ＩＢＪ,931.0,77.0,85.8,0.74,0.94,7.4,69.7,PEAD
JP,9563.T,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,359.0,74.0,68.6,0.8,1.24,9.4,67.1,PEAD
JP,6694.T,ズーム,715.0,73.0,69.1,0.89,1.54,5.3,67.1,PEAD
JP,3691.T,デジタルプラス,1909.0,68.0,59.6,0.73,0.66,15.4,78.2,PEAD
JP,4976.T,東洋ドライルーブ,1460.0,68.0,54.3,1.0,1.17,6.6,62.9,PEAD
JP,3053.T,ペッパーフードサービス,208.0,64.0,77.8,0.84,0.67,6.2,71.7,PEAD
JP,3083.T,スターシーズ,1098.0,59.0,65.1,0.78,1.93,12.9,68.9,PEAD
JP,7091.T,リビングプラットフォーム,1273.0,59.0,86.7,0.89,1.01,3.6,66.7,PEAD
JP,6092.T,エンバイオ・ホールディングス,843.0,55.0,63.8,0.87,0.7,7.6,69.3,PEAD
JP,7727.T,オーバル,840.0,50.0,75.6,1.0,0.81,7.1,53.8,PEAD
JP,6918.T,アバールデータ,3660.0,49.0,78.4,0.95,1.18,7.7,61.5,PEAD
JP,4371.T,コアコンセプト・テクノロジー,1460.0,48.0,83.8,1.0,0.97,3.9,51.7,PEAD
JP,8132.T,シナネンホールディングス,7680.0,39.0,53.1,1.0,1.26,4.5,66.0,PEAD
JP,8841.T,テーオーシー,1038.0,33.0,63.1,1.0,0.98,6.8,67.1,PEAD
JP,5998.T,アドバネクス,2764.0,16.0,68.2,0.46,1.32,6.9,48.5,PEAD
JP,4572.T,カルナバイオサイエンス,403.0,15.0,65.1,0.75,0.72,18.0,76.4,PEAD
JP,6768.T,タムラ製作所,823.0,3.0,52.6,0.43,1.19,1.8,45.5,PEAD
US,MRNA,Moderna,137.99000549316406,100.0,75.0,0.94,2.01,58.3,67.9,PEAD
US,VEEV,Veeva Systems,276.69000244140625,98.0,79.2,0.63,1.39,18.7,72.2,PEAD
US,CRM,Salesforce,256.0,93.0,89.3,0.69,1.65,28.5,80.4,PEAD
US,MRK,Merck & Co.,148.35000610351562,88.0,89.2,0.68,0.99,7.7,68.8,PEAD
US,SCSC,"ScanSource, Inc.",56.54999923706055,84.0,69.0,0.84,1.21,2.5,56.7,PEAD
US,EL,Estée Lauder Companies (The),103.38999938964844,74.0,67.1,0.79,1.14,13.5,74.9,PEAD
US,URBN,"Urban Outfitters, Inc.",81.08999633789062,64.0,83.2,0.69,1.79,5.6,52.9,PEAD
JP,2393.T,日本ケアサプライ,4295.0,100.0,86.7,0.38,0.21,3.4,61.5,ブレイク待ち
JP,2767.T,円谷フィールズホールディングス,2510.0,100.0,93.5,0.28,0.87,8.4,51.0,ブレイク待ち
JP,5242.T,アイズ,2704.0,100.0,79.0,0.38,0.53,24.4,68.1,ブレイク待ち
JP,5575.T,Ｇｌｏｂｅｅ,1264.0,100.0,89.0,0.48,0.78,12.3,66.5,ブレイク待ち
JP,6897.T,ツインバード,687.0,100.0,73.5,0.06,0.26,1.1,60.7,ブレイク待ち
JP,1518.T,三井松島ホールディングス,2318.0,99.0,92.7,0.14,0.82,1.4,57.1,ブレイク待ち
JP,3926.T,オープンドア,430.0,99.0,77.1,0.38,0.44,7.3,60.1,ブレイク待ち
JP,3989.T,シェアリングテクノロジー,1563.0,99.0,93.6,0.45,0.88,7.7,83.5,ブレイク待ち
JP,7803.T,ブシロード,404.0,99.0,86.1,0.41,0.68,3.2,63.3,ブレイク待ち
JP,7878.T,光・彩,1466.0,99.0,59.4,0.38,0.37,8.5,66.4,ブレイク待ち
JP,8541.T,愛媛銀行,3120.0,99.0,89.9,0.53,0.78,6.4,63.1,ブレイク待ち
JP,1447.T,ＳＡＡＦホールディングス,422.0,98.0,78.4,0.45,0.6,11.6,77.4,ブレイク待ち
JP,2354.T,ＹＥ　ＤＩＧＩＴＡＬ,1469.0,98.0,79.2,0.43,0.65,9.4,64.0,ブレイク待ち
JP,2437.T,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,622.0,98.0,69.2,0.42,0.62,-2.7,44.8,ブレイク待ち
JP,3086.T,Ｊ．フロント　リテイリング,3139.0,98.0,68.9,0.26,0.64,5.3,70.9,ブレイク待ち
JP,3544.T,サツドラホールディングス,1249.0,98.0,85.3,0.03,0.08,-0.1,50.0,ブレイク待ち
JP,4680.T,ラウンドワン,1319.5,98.0,65.9,0.4,0.58,2.6,56.4,ブレイク待ち
JP,6336.T,石井表記,1710.0,98.0,65.0,0.37,0.22,5.1,55.9,ブレイク待ち
JP,6532.T,ベイカレント,7960.0,98.0,78.9,0.44,0.65,9.1,71.2,ブレイク待ち
JP,7550.T,ゼンショーホールディングス,11715.0,98.0,95.6,0.47,0.71,8.8,74.8,ブレイク待ち
JP,9278.T,ブックオフグループホールディングス,3025.0,98.0,95.6,0.34,0.86,6.2,60.5,ブレイク待ち
JP,2997.T,ストレージ王,1323.0,97.0,94.4,0.04,0.51,-0.7,12.5,ブレイク待ち
JP,3195.T,ジェネレーションパス,681.0,97.0,63.0,0.59,0.57,15.5,97.4,ブレイク待ち
JP,3237.T,イントランス,97.0,97.0,72.1,0.45,0.24,-2.6,39.3,ブレイク待ち
JP,4174.T,アピリッツ,865.0,97.0,75.6,0.5,0.28,11.4,89.9,ブレイク待ち
JP,4417.T,グローバルセキュリティエキスパート,4640.0,97.0,87.1,0.48,0.44,3.1,51.0,ブレイク待ち
JP,4443.T,Ｓａｎｓａｎ,2179.0,97.0,90.7,0.47,0.84,8.6,67.7,ブレイク待ち
JP,4733.T,オービックビジネスコンサルタント,8500.0,97.0,77.0,0.33,0.62,5.6,71.9,ブレイク待ち
JP,7083.T,ＡＨＣグループ,1084.0,97.0,79.2,0.36,0.53,2.4,73.7,ブレイク待ち
JP,7389.T,あいちフィナンシャルグループ,1905.0,97.0,98.4,0.55,0.74,8.2,69.2,ブレイク待ち
JP,7921.T,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,4310.0,97.0,75.9,0.29,0.51,0.9,60.3,ブレイク待ち
JP,8011.T,三陽商会,1753.3333740234375,97.0,74.8,0.52,0.88,3.2,54.9,ブレイク待ち
JP,2162.T,ｎｍｓ　ホールディングス,538.0,96.0,98.7,0.57,0.25,0.3,66.7,ブレイク待ち
JP,4212.T,積水樹脂,2932.0,96.0,84.0,0.43,0.48,3.8,50.5,ブレイク待ち
JP,4762.T,エックスネット,2121.0,96.0,90.4,0.57,0.75,5.0,66.8,ブレイク待ち
JP,4911.T,資生堂,3699.0,96.0,92.8,0.58,0.65,7.3,65.6,ブレイク待ち
JP,5273.T,三谷セキサン,2104.0,96.0,82.2,0.44,0.84,10.1,76.5,ブレイク待ち
JP,6349.T,小森コーポレーション,2030.0,96.0,96.7,0.34,0.84,7.6,75.3,ブレイク待ち
JP,7552.T,ハピネット,3700.0,96.0,90.3,0.54,0.76,8.2,67.8,ブレイク待ち
JP,7581.T,サイゼリヤ,7220.0,96.0,67.9,0.37,0.42,-4.8,17.2,ブレイク待ち
JP,8366.T,滋賀銀行,2763.0,96.0,87.1,0.52,0.62,5.5,58.7,ブレイク待ち
JP,9616.T,共立メンテナンス,3432.0,96.0,90.9,0.35,0.65,2.4,47.5,ブレイク待ち
JP,3480.T,ジェイ・エス・ビー,8940.0,95.0,95.2,0.15,0.33,-0.3,44.7,ブレイク待ち
JP,3850.T,エヌ・ティ・ティ・データ・イントラマート,3440.0,95.0,55.3,0.44,0.88,6.0,64.7,ブレイク待ち
JP,4120.T,スガイ化学工業,3135.0,95.0,83.1,0.57,0.47,3.5,41.9,ブレイク待ち
JP,4394.T,エクスモーション,559.0,95.0,80.4,0.09,0.36,1.7,75.0,ブレイク待ち
JP,4661.T,オリエンタルランド,3014.0,95.0,56.5,0.34,0.58,2.3,57.0,ブレイク待ち
JP,4812.T,電通総研,2739.0,95.0,87.8,0.15,0.38,1.3,58.0,ブレイク待ち
JP,5136.T,ｔｒｉｐｌａ,1922.0,95.0,66.7,0.46,0.24,5.9,66.2,ブレイク待ち
JP,6676.T,ＢＵＦＦＡＬＯ,3015.0,95.0,99.6,0.52,0.82,6.9,65.7,ブレイク待ち
JP,7565.T,萬世電機,8100.0,95.0,86.8,0.59,0.39,8.4,71.6,ブレイク待ち
JP,8163.T,ＳＲＳホールディングス,1535.0,95.0,85.7,0.4,0.85,3.9,44.7,ブレイク待ち
JP,9244.T,デジタリフト,1350.0,95.0,81.7,0.43,0.61,6.8,63.1,ブレイク待ち
JP,9697.T,カプコン,4159.0,95.0,82.3,0.34,0.66,4.0,59.7,ブレイク待ち
JP,2222.T,寿スピリッツ,2705.5,94.0,93.4,0.42,0.54,3.4,58.6,ブレイク待ち
JP,3091.T,ブロンコビリー,2735.0,94.0,83.9,0.43,0.43,2.4,67.3,ブレイク待ち
JP,5033.T,ヌーラボ,915.0,94.0,93.1,0.42,0.76,7.4,72.4,ブレイク待ち
JP,5574.T,ＡＢＥＪＡ,2973.0,94.0,59.8,0.58,0.69,8.7,54.3,ブレイク待ち
JP,6083.T,ＥＲＩホールディングス,1673.0,94.0,88.3,0.44,0.54,2.2,57.5,ブレイク待ち
JP,6184.T,鎌倉新書,600.0,94.0,61.4,0.52,0.8,7.8,87.2,ブレイク待ち
JP,7740.T,タムロン,1358.0,94.0,79.0,0.25,0.73,0.5,30.6,ブレイク待ち
JP,8383.T,鳥取銀行,1967.0,94.0,89.9,0.5,0.64,6.0,65.5,ブレイク待ち
JP,3087.T,ドトール・日レスホールディングス,3395.0,93.0,97.6,0.41,0.84,5.6,85.0,ブレイク待ち
JP,3177.T,ありがとうサービス,4390.0,93.0,98.3,0.34,0.5,4.2,69.9,ブレイク待ち
JP,3696.T,セレス,2252.0,93.0,59.0,0.58,0.73,5.2,72.4,ブレイク待ち
JP,5830.T,いよぎんホールディングス,3927.0,93.0,91.1,0.55,0.69,4.2,62.3,ブレイク待ち
JP,7041.T,ＣＲＧホールディングス,345.0,93.0,66.5,0.2,0.33,-0.5,48.4,ブレイク待ち
JP,7322.T,三十三フィナンシャルグループ,2098.0,93.0,97.3,0.59,0.59,6.8,63.7,ブレイク待ち
JP,8358.T,スルガ銀行,2959.0,93.0,96.5,0.59,0.8,6.4,71.8,ブレイク待ち
JP,8377.T,ほくほくフィナンシャルグループ,8228.0,93.0,91.1,0.58,0.7,3.5,53.9,ブレイク待ち
JP,8393.T,宮崎銀行,2498.0,93.0,93.9,0.51,0.66,3.1,51.9,ブレイク待ち
JP,8604.T,野村ホールディングス,1611.5,93.0,96.0,0.54,0.82,3.4,57.4,ブレイク待ち
JP,4014.T,カラダノート,508.0,92.0,57.7,0.27,0.59,-0.7,51.9,ブレイク待ち
JP,8309.T,三井住友トラストグループ,1761.0,92.0,98.3,0.53,0.59,3.5,66.2,ブレイク待ち
JP,8399.T,琉球銀行,3235.0,92.0,91.7,0.58,0.74,4.7,56.9,ブレイク待ち
JP,9828.T,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,3510.0,92.0,84.7,0.57,0.76,3.5,77.9,ブレイク待ち
JP,2734.T,サーラコーポレーション,1221.0,91.0,92.1,0.43,0.88,3.4,84.2,ブレイク待ち
JP,3762.T,テクマトリックス,2342.0,91.0,83.9,0.52,0.58,4.6,56.2,ブレイク待ち
JP,4768.T,大塚商会,3560.0,91.0,96.6,0.48,0.56,5.2,66.4,ブレイク待ち
JP,6249.T,ゲームカードホールディングス,2843.0,91.0,64.5,0.45,0.51,5.8,74.1,ブレイク待ち
JP,7327.T,第四北越フィナンシャルグループ,2546.0,91.0,96.7,0.6,0.76,5.8,65.1,ブレイク待ち
JP,7417.T,南陽,1888.0,91.0,86.5,0.31,0.38,0.2,50.5,ブレイク待ち
JP,8131.T,ミツウロコグループホールディングス,2229.0,91.0,66.3,0.48,0.87,5.1,72.2,ブレイク待ち
JP,8304.T,あおぞら銀行,3379.0,91.0,91.7,0.55,0.8,4.2,59.6,ブレイク待ち
JP,8334.T,群馬銀行,2781.5,91.0,95.4,0.58,0.85,5.3,66.8,ブレイク待ち
JP,8410.T,セブン銀行,336.0,91.0,90.9,0.48,0.65,2.6,58.0,ブレイク待ち
JP,8600.T,トモニホールディングス,1098.0,91.0,89.3,0.59,0.68,4.0,61.4,ブレイク待ち
JP,8706.T,極東証券,1935.0,91.0,99.0,0.49,0.85,5.9,83.9,ブレイク待ち
JP,9009.T,京成電鉄,1340.5,91.0,73.6,0.4,0.8,3.6,74.7,ブレイク待ち
JP,9247.T,ＴＲＥホールディングス,1956.0,91.0,61.4,0.3,0.55,-2.4,45.2,ブレイク待ち
JP,9449.T,ＧＭＯインターネットグループ,4129.0,91.0,84.3,0.39,0.54,0.5,46.7,ブレイク待ち
JP,3708.T,特種東海製紙,2187.0,90.0,98.4,0.39,0.61,3.1,66.7,ブレイク待ち
JP,4189.T,ＫＨネオケム,3435.0,90.0,89.2,0.57,0.62,3.6,42.7,ブレイク待ち
JP,4441.T,トビラシステムズ,1460.0,90.0,70.3,0.47,0.78,-5.3,41.5,ブレイク待ち
JP,4523.T,エーザイ,4820.0,90.0,68.7,0.45,0.51,0.2,56.6,ブレイク待ち
JP,4776.T,サイボウズ,3110.0,90.0,60.3,0.53,0.8,10.4,70.7,ブレイク待ち
JP,5889.T,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,2618.0,90.0,97.2,0.36,0.6,3.7,65.2,ブレイク待ち
JP,7462.T,ＣＡＰＩＴＡ,387.0,90.0,81.6,0.49,0.83,-2.9,38.3,ブレイク待ち
JP,8255.T,アクシアル　リテイリング,1265.0,90.0,84.7,0.5,0.71,2.7,76.4,ブレイク待ち
JP,8386.T,百十四銀行,3085.0,90.0,94.0,0.58,0.66,4.9,59.3,ブレイク待ち
JP,3657.T,ポールトゥウィンホールディングス,361.0,89.0,79.2,0.51,0.71,4.2,80.5,ブレイク待ち
JP,4175.T,ｃｏｌｙ,2716.0,89.0,82.0,0.25,0.37,-1.8,36.9,ブレイク待ち
JP,5845.T,全保連,1236.0,89.0,91.7,0.48,0.76,4.8,56.6,ブレイク待ち
JP,7735.T,ＳＣＲＥＥＮホールディングス,13535.0,89.0,56.8,0.39,0.58,-0.7,48.3,ブレイク待ち
JP,7864.T,フジシールインターナショナル,3305.0,89.0,82.8,0.45,0.57,3.6,63.5,ブレイク待ち
JP,1848.T,富士ピー・エス,721.0,88.0,63.4,0.54,0.87,4.9,70.7,ブレイク待ち
JP,2612.T,かどや製油,1788.0,88.0,75.8,0.18,0.31,1.3,59.1,ブレイク待ち
JP,3489.T,フェイスネットワーク,878.0,88.0,71.1,0.59,0.77,7.5,80.3,ブレイク待ち
JP,4445.T,リビン・テクノロジーズ,1840.0,88.0,68.6,0.39,0.53,1.2,44.8,ブレイク待ち
JP,5108.T,ブリヂストン,4136.0,88.0,78.8,0.54,0.58,2.4,59.3,ブレイク待ち
JP,7435.T,ナ・デックス,1342.0,88.0,89.2,0.51,0.63,5.7,68.0,ブレイク待ち
JP,7721.T,東京計器,7400.0,88.0,61.4,0.55,0.61,3.7,49.4,ブレイク待ち
JP,7839.T,ＳＨＯＥＩ,2097.0,88.0,96.3,0.5,0.82,4.0,70.5,ブレイク待ち
JP,8242.T,エイチ・ツー・オー　リテイリング,3019.0,88.0,95.9,0.57,0.79,4.9,85.1,ブレイク待ち
JP,9746.T,ＴＫＣ,4125.0,88.0,72.4,0.57,0.65,5.1,93.3,ブレイク待ち
JP,1770.T,藤田エンジニアリング,2086.0,87.0,66.3,0.21,0.31,-0.5,55.5,ブレイク待ち
JP,3197.T,すかいらーくホールディングス,3343.0,87.0,63.2,0.47,0.58,4.2,68.7,ブレイク待ち
JP,4434.T,サーバーワークス,2452.0,87.0,86.9,0.36,0.59,3.8,53.3,ブレイク待ち
JP,6103.T,オークマ,4865.0,87.0,65.4,0.53,0.63,-4.7,18.0,ブレイク待ち
JP,6309.T,巴工業,2055.0,87.0,72.7,0.5,0.72,5.2,73.9,ブレイク待ち
JP,7283.T,愛三工業,2279.0,87.0,70.6,0.39,0.3,-0.9,54.0,ブレイク待ち
JP,8306.T,三菱ＵＦＪフィナンシャル・グループ,3608.0,87.0,87.4,0.43,0.62,0.3,52.4,ブレイク待ち
JP,8697.T,日本取引所グループ,2284.5,87.0,91.6,0.55,0.61,1.9,48.3,ブレイク待ち
JP,2501.T,サッポロビール,1916.5,86.0,65.0,0.5,0.69,-3.1,48.7,ブレイク待ち
JP,3665.T,エニグモ,429.0,86.0,58.6,0.36,0.89,4.4,81.2,ブレイク待ち
JP,4389.T,プロパティデータバンク,1035.0,86.0,70.0,0.56,0.4,-1.4,46.9,ブレイク待ち
JP,4613.T,関西ペイント,2872.5,86.0,74.8,0.44,0.6,0.0,44.1,ブレイク待ち
JP,4763.T,クリーク・アンド・リバー社,1539.0,86.0,80.3,0.49,0.77,4.1,85.9,ブレイク待ち
JP,6033.T,エクストリーム,1654.0,86.0,81.1,0.45,0.83,-1.2,45.0,ブレイク待ち
JP,6178.T,日本郵政,2425.0,86.0,90.0,0.42,0.71,1.4,53.9,ブレイク待ち
JP,6381.T,アネスト岩田,1955.0,86.0,94.5,0.53,0.65,3.7,62.4,ブレイク待ち
JP,6485.T,前澤給装工業,1704.0,86.0,80.6,0.51,0.89,5.1,78.0,ブレイク待ち
JP,7173.T,東京きらぼしフィナンシャルグループ,1708.0,86.0,79.9,0.41,0.45,-1.2,47.7,ブレイク待ち
JP,7309.T,シマノ,19870.0,86.0,75.0,0.38,0.61,0.3,54.0,ブレイク待ち
JP,7575.T,日本ライフライン,1566.0,86.0,80.5,0.51,0.83,3.5,64.5,ブレイク待ち
JP,7867.T,タカラトミー,3665.0,86.0,92.1,0.47,0.65,1.7,70.7,ブレイク待ち
JP,8354.T,ふくおかフィナンシャルグループ,7718.0,86.0,94.6,0.54,0.62,2.0,52.0,ブレイク待ち
JP,2871.T,ニチレイ,2147.0,85.0,67.8,0.6,0.62,-1.8,39.8,ブレイク待ち
JP,2934.T,ジェイフロンティア,1996.0,85.0,89.0,0.49,0.42,2.7,49.6,ブレイク待ち
JP,3974.T,ＳＣＡＴ,671.0,85.0,93.1,0.28,0.35,1.5,60.0,ブレイク待ち
JP,4684.T,オービック,4818.0,85.0,61.7,0.44,0.78,5.2,74.0,ブレイク待ち
JP,5258.T,トランザクション・メディア・ネットワークス,432.0,85.0,58.8,0.49,0.55,0.7,46.4,ブレイク待ち
JP,5401.T,日本製鉄,671.0,85.0,79.2,0.45,0.77,0.9,45.0,ブレイク待ち
JP,8725.T,ＭＳ＆ＡＤインシュアランスグループホールディングス,5052.0,85.0,95.4,0.47,0.74,2.8,63.6,ブレイク待ち
JP,9854.T,愛眼,282.0,85.0,73.1,0.45,0.23,2.4,54.5,ブレイク待ち
JP,9902.T,日伝,3060.0,85.0,81.8,0.59,0.59,1.6,46.8,ブレイク待ち
JP,2429.T,ワールドホールディングス,2842.0,84.0,90.4,0.56,0.69,3.8,74.2,ブレイク待ち
JP,5337.T,ダントーホールディングス,845.0,84.0,81.5,0.55,0.35,2.0,51.6,ブレイク待ち
JP,7181.T,かんぽ生命保険,1669.0,84.0,74.6,0.44,0.73,-2.2,40.8,ブレイク待ち
JP,7476.T,アズワン,2472.0,84.0,74.1,0.57,0.61,1.9,68.2,ブレイク待ち
JP,8795.T,Ｔ＆Ｄホールディングス,4848.0,84.0,83.5,0.46,0.75,-1.8,43.3,ブレイク待ち
JP,9991.T,ジェコス,1794.0,84.0,75.0,0.35,0.58,3.3,66.5,ブレイク待ち
JP,3923.T,ラクス,1137.0,83.0,61.7,0.54,0.64,5.8,62.1,ブレイク待ち
JP,5962.T,浅香工業,2050.0,83.0,86.8,0.37,0.79,3.1,54.3,ブレイク待ち
JP,7616.T,コロワイド,2101.0,83.0,87.6,0.42,0.82,2.9,62.5,ブレイク待ち
JP,7931.T,未来工業,3690.0,83.0,71.5,0.58,0.68,4.3,62.5,ブレイク待ち
JP,9265.T,ヤマシタヘルスケアホールディングス,3745.0,83.0,79.2,0.49,0.66,5.4,96.4,ブレイク待ち
JP,9353.T,櫻島埠頭,2950.0,83.0,57.0,0.28,0.12,0.8,54.1,ブレイク待ち
JP,9505.T,北陸電力,990.2000122070312,83.0,57.8,0.49,0.87,3.2,72.3,ブレイク待ち
JP,9716.T,乃村工藝社,1280.0,83.0,60.1,0.6,0.83,6.1,87.7,ブレイク待ち
JP,1795.T,マサル,5630.0,82.0,79.7,0.48,0.77,1.8,56.1,ブレイク待ち
JP,3001.T,片倉工業,2953.0,82.0,68.6,0.39,0.42,2.5,53.5,ブレイク待ち
JP,4800.T,オリコン,1358.0,82.0,97.8,0.07,0.37,0.1,66.7,ブレイク待ち
JP,6750.T,エレコム,1963.0,82.0,91.8,0.52,0.76,3.1,57.7,ブレイク待ち
JP,7421.T,カッパ・クリエイト,1636.0,82.0,81.8,0.45,0.69,3.0,77.7,ブレイク待ち
JP,8876.T,リログループ,2161.0,82.0,91.8,0.59,0.68,3.1,72.7,ブレイク待ち
JP,9069.T,センコーグループホールディングス,2246.0,82.0,80.6,0.4,0.86,-0.3,56.4,ブレイク待ち
JP,2053.T,中部飼料,2006.0,81.0,89.1,0.52,0.72,2.0,75.9,ブレイク待ち
JP,3097.T,物語コーポレーション,5620.0,81.0,85.6,0.49,0.47,2.4,58.7,ブレイク待ち
JP,4923.T,コタ,1267.0,81.0,66.1,0.44,0.77,3.3,83.0,ブレイク待ち
JP,5982.T,マルゼン,4225.0,81.0,90.2,0.36,0.81,3.7,70.1,ブレイク待ち
JP,7681.T,レオクラン,1017.0,81.0,62.8,0.43,0.32,3.9,60.3,ブレイク待ち
JP,7971.T,東リ,705.0,81.0,56.8,0.55,0.68,3.4,60.2,ブレイク待ち
JP,7988.T,ニフコ,5061.0,81.0,68.0,0.46,0.57,-0.7,51.9,ブレイク待ち
JP,2666.T,オートウェーブ,183.0,80.0,75.0,0.55,0.56,-1.7,40.4,ブレイク待ち
JP,2809.T,キユーピー,4686.0,80.0,80.5,0.44,0.59,1.0,60.8,ブレイク待ち
JP,4373.T,シンプレクス・ホールディングス,1193.0,80.0,95.8,0.5,0.75,5.4,69.2,ブレイク待ち
JP,4612.T,日本ペイントホールディングス,1191.0,80.0,72.5,0.35,0.49,-1.7,33.3,ブレイク待ち
JP,5261.T,リソルホールディングス,7800.0,80.0,68.7,0.52,0.62,0.6,73.4,ブレイク待ち
JP,5832.T,ちゅうぎんフィナンシャルグループ,3493.0,80.0,92.6,0.56,0.66,2.7,56.8,ブレイク待ち
JP,8316.T,三井住友フィナンシャルグループ,6794.0,80.0,86.3,0.49,0.64,-0.0,50.5,ブレイク待ち
JP,8630.T,ＳＯＭＰＯホールディングス,6850.0,80.0,81.1,0.47,0.72,-1.3,43.6,ブレイク待ち
JP,9651.T,日本プロセス,2014.0,80.0,81.0,0.46,0.81,1.0,34.9,ブレイク待ち
JP,2410.T,キャリアデザインセンター,2935.0,79.0,94.7,0.4,0.46,1.4,70.7,ブレイク待ち
JP,4023.T,クレハ,4485.0,79.0,69.9,0.44,0.74,1.8,59.4,ブレイク待ち
